Your heart's on the loose. You rolled them sevens with nothing to lose. This ain't no place for the weary kind. . You called all your shots. Shooting eight ball at the corner truck stop. Somehow this don't feel like home anymore. . And this ain't no place for the weary kind. And this ain't no place to lose your mind. This ain't no place to fall behind. Pick up your crazy heart and give it one more try. . Your body aches. Playing your guitar<comma> sweating out the hate. The days and the nights all feel the same. . Whiskey has been a thorn in your side. It doesn't forget. The highway that calls for your heart inside. . And this ain't no place for the weary kind. This ain't no place to lose your mind. This ain't no place to fall behind. Pick up your crazy heart and give it one more try. . Your lover's warm kiss. Is too damn far from your fingertips. You are the man that ruined her world. . Your heart's on the loose. You rolled them sevens with nothing to lose. And this ain't no place for the weary kind,0.037871,0.030322,0.042178,7.067382,0.118388,0.000173,1.440053,4.353647,0.320576,0.105394,0.555759,0.010197,0.025549,0.849498,0.0001,0.219753,0.196972,0.177427,0.170574,0.161012,0.147475,0.145764,0.021088,0.427327,0.278028,0.348376,0.295584,0.355679,0.13773,0.115561,0.096263,0.094151,0.0642,0.07734,0.024894,0.036454,0.075104,0.133031,0.261249,0.014301,0.516753,0.127938,0.039611,0.042088,0.055133,0.203676,5661.698418,15.120646,11.995348,0.001557,0.562391,0.327642,51.80926,3.311112,1.146065,1.007969,0.5274,0.876026,0.052213,75.81034,6.151463,314.7426,0.597739,0.016261,0.127378,0.123339,0.000273,0.002925,4794.357,1.221237,0,0.932756,0.133877,0,0.062764,0.002495,326.3267,22438.6,0.009339,0.010245,0.000049,0.01555,-1.580272,-1.248569,-0.224708,-4.903703,-8.508703,-5.786126,0.000002,-4.366473,-4.181567,0.035379,0.037824,0.020866,48.3163,0.161775,-0.106572,0.000005,0.000936,1.248833,14.52817,5.740165,0.441566,5.666561,3.622113,0.660166,3.910857,2322,-0.214269,4.956913,0.936465,-4.56617,9.673083,1.102711,1.018703,0,1.140428,-0.001948,0.000016,-0.119469,0.000694,0.097497,616,6.164244,sad
White lips<comma> pale face. Breathing in snowflakes . Burnt lungs<comma> sour taste . Lights's gone<comma> day's end . Struggling to pay rent. Long nights<comma> strange men. . And they say . She's in the class A team . Stuck in her daydream. Been this way since 18. But lately her face seems . Slowly sinking<comma> wasting. Crumbling like pastries. . And they scream. The worst things in life come free to us . Cos were just under the upper hand . And go mad for a couple of grams . And she don't want to go outside tonight. And in a pipe she flies to the motherland . Or sells love to another man . It's too cold outside . For angels to fly. Angels to fly. . Ripped gloves<comma> raincoat. Tried to swim and stay afloat. Dry house<comma> wet clothes . Loose change<comma> bank notes . Weary-eyed<comma> dry throat. Call girl<comma> no phone. . And they say . She's in the class A team . Stuck in her daydream. Been this way since 18. But lately her face seems . Slowly sinking<comma> wasting. Crumbling like pastries. . And they scream. The worst things in life come free to us . Cos were just under the upper hand . And go mad for a couple of grams . And she don't want to go outside tonight. And in a pipe she flies to the motherland . Or sells love to another man . It's too cold outside . For angels to fly. An angel will die . Covered in white . Closed eye. And hoping for a better life . This time<comma> we'll fade out tonight. Straight down the line. . And they say . She's in the class A team . Stuck in her daydream. Been this way since 18. But lately her face seems . Slowly sinking<comma> wasting. Crumbling like pastries. . They scream. The worst things in life come free to us . And we're all under the upperhand . Go mad for a couple of grams . And we don't want to go outside tonight. And in a pipe we fly to the motherland . Or sell love to another man . . It's too cold outside. For angels to fly. Angels to fly. To fly<comma> fly. Angels to fly . To fly<comma> to fly . Or angels to die. <noscript><div class='gracenote-header'>You must enable javascript to view this page.  This is a requirement of our licensing agreement with music Gracenote.</div><style type='text/css'>.lyricbox{display:none !important;}</style></noscript><div class='lyricbox'><div class='rtMatcher'><a href='http://www.ringtonematcher.com/co/ringtonematcher/02/noc.asp?sid=WILWros&artist=Ed%2BSheeran%2B-%2BThe%2BA%2BTeam&song=Ed+Sheeran+-+The+A+Team' rel='nofollow' target='_blank'><img src='http://slot1.images.wikia.nocookie.net/__cb54802/common/extensions/3rdparty/LyricWiki/phone_left.gif' alt='phone' width='16' height='17'/> Send "Ed Sheeran - The A Team" Ringtone to your Cell <img src='http://slot1.images.wikia.nocookie.net/__cb54802/common/extensions/3rdparty/LyricWiki/phone_right.gif' alt='phone' width='16' height='17'/></a></div>,0.065974,0.038154,0.081733,5.062465,0.103789,0.000419,1.471107,4.342492,0.390328,0.107166,0.634132,0.027726,0.116069,1.13389,0.000257,0.21569,0.201397,0.206341,0.188577,0.175942,0.168283,0.176714,0.025185,0.423912,0.372568,0.213946,0.319513,0.290406,0.092989,0.108871,0.093114,0.081359,0.070589,0.087824,0.017836,0.035568,0.076221,0.154542,0.26248,0.023826,0.394392,0.133863,0.037334,0.040485,0.07187,0.205231,11561.879994,19.692784,21.163889,0.001563,0.534557,0.313809,85.70442,5.32043,1.383063,0.708305,1.184142,0.896258,0.05577,52.0623,6.662409,314.9877,1.483905,0.043802,0.090785,0.267236,0.000228,0.003588,2049.409,1.37635,0,0.876831,0.064631,0,0.10807,0.001444,420.0102,100852,0.027188,0.024296,0.000325,-5.984587,-6.852822,0.017079,0.480215,-9.209311,2.12449,-1.992737,-0.000135,-2.241856,-4.751052,0.06397,0.070642,0.048975,10.76505,0.154215,0.526944,-0.000001,0.003925,0.637288,8.958313,5.566835,0.893258,5.444026,3.837067,0.953683,3.447343,1573,-0.084324,3.713177,1.337959,-3.718645,8.678138,1.363698,1.177989,-0.00001,1.259559,0.002647,0.000128,-0.143141,0.001119,0.231521,600,7.894986,sad
I've heard there was a secret chord. That David played and it pleased the Lord. But you don't really care for music<comma> do you?. . It goes like this the fourth the fifth. The minor fall the major lift. The baffled King composing Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah. . Your faith was strong but you needed proof. You saw her bathing on the roof. Her beauty in the moonlight overthrew you. . She tied you to a kitchen chair. She broke your throne she cut your hair. And from your lips she drew the Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah. . Maybe I've been here before. I know this room I have walked this floor. I used to live alone before I knew you. . I've seen your flag on the marble arch. Love is not a victory march. It's a cold and it's a broken Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah. . There was a time you let me know. What's real and going on below. But now you never show it to me<comma> do you?. . And remember when I moved in you. The holy dark was moving too. And every breath we drew was Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah. . Maybe there's a God above. And all I ever learned from love. Was how to shoot at someone who outdrew you. . And it's not a cry you can hear at night. It's not somebody who's seen the light. It's a cold and it's a broken Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah. . Hallelujah. Hallelujah. Hallelujah. Hallelujah,0.062984,0.045771,0.081165,6.866933,0.043027,0.000204,1.575605,4.996641,0.246432,0.137287,0.532647,0.016795,0.050803,0.783174,0.000105,0.190961,0.180786,0.157333,0.147991,0.143527,0.141057,0.132708,0.021744,0.430708,0.59403,0.547094,0.306563,0.311045,0.1308,0.134492,0.143694,0.118367,0.125608,0.08684,0.022171,0.04206,0.07492,0.138174,0.258635,0.019219,0.637058,0.137243,0.044795,0.038644,0.060733,0.196749,8131.935602,16.619191,22.128819,0.001584,0.573542,0.32017,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,0.022766,0.019114,0.000178,-4.233063,-3.6476,-0.248574,-0.085702,-5.513892,-2.381897,-13.44088,0.001706,-8.700942,-5.901454,0.065752,0.058496,0.03975,21.44619,0.150648,-0.493261,-0.000012,0.001719,0.218646,13.24079,9.067955,0.388587,8.233273,4.125507,0.421675,2.893107,2203,0.091579,4.04868,0.800243,-3.685468,7.324276,0.896412,0.847413,0.000003,0.849919,-0.004149,0.000046,-0.113959,0.00067,-0.082741,2042,8.120481,sad
Desperate in my sleep. like I had lost something. when I awoke I found. it was just a dream. Dusk was coming down. the house made no sound. funny how a dream. it can make you weak. . So I became the king. the king of all things weak. and I wrote this song. about all things I need. Will I have a house?. Will I be a star?. what will people think. if I didn't make it far?. Funny how a dream. it can make you weak. just a simple dream. it can make you weak. . Come back home Suzanne. 'cause it's getting bleak. your boy has become. the king of all things weak. Come back home Suzanne. come and make it okay. It was a simple dream I know. but it won't go away. it was a simple dream I know. but it won't go away. Funny how a dream. it can make you weak. just a simple dream. it can make you weak,0.045602,0.032889,0.063263,6.064285,0.520484,0.000102,1.489242,3.689384,0.482272,0.128296,0.556777,0.016004,0.038101,0.845148,0.00008,0.193491,0.158637,0.175405,0.160304,0.163301,0.153488,0.146125,0.029339,0.364132,0.3278,0.364139,0.320083,0.295564,0.162306,0.131773,0.149629,0.201146,0.080543,0.062645,0.036788,0.06947,0.075106,0.138878,0.25893,0.017733,0.537129,0.123072,0.038327,0.036316,0.056374,0.206905,5357.362258,11.980588,14.83862,0.001484,0.554749,0.322329,55.49446,3.52865,1.167388,0.864337,0.613635,0.865713,0.120195,127.9712,6.351703,362.2691,1.333085,0.028899,0.091281,0.250679,0.000689,0.012607,13496.54,0.987929,0,0.786285,0.100864,0,0.168153,0.003615,391.137,96344.3,0.00877,0.008641,0.000069,-3.463773,-3.033012,-0.989744,-0.490274,-3.201187,-2.263496,-0.065698,-0.000876,-4.202303,-7.427515,0.047276,0.039684,0.03696,12.04196,0.179853,0.512077,0,0.001442,0.456804,33.43301,8.992836,0.403712,8.364415,3.047074,0.478436,5.127972,1353,0.328058,4.654918,0.759109,-6.807452,10.8488,0.975949,0.915886,0.000003,0.85812,0.001372,0.000038,-0.143386,0.000696,-0.258604,2203,6.900111,sad
Walk across the courtyard towards the library. I can hear the insects buzz and the leaves 'neath my feet. Ramble up the stairwell into the hall of books. Since we got the interweb these hardly get used. . Duck into the men's room<comma> combing through my hair. When God gave us mirrors he had no idea. Looking for a lesson in the periodicals. There I spy you listening to the AM radio. . Karen of the Carpenters<comma> singing in the rain. Another lovely victim of the mirror's evil way. It's not like you're not trying<comma> with a pencil in your hair. To defy the beauty the good Lord put in there. . Simple little bookworm<comma> buried underneath. Is the sexiest librarian. Take off those glasses and let down your hair for me. . So I watch you through the bookcase<comma> imagining a scene. You and I had dinner<comma> spending time<comma> then you sleep. And what then would I say to you<comma> lying there in bed. These words with a kiss I would plant in your head. . What is it inside our heads that makes us do the opposite. Makes us do the opposite of what's right for us. 'Cause everything'd be great and everything'd be good. If everybody gave like everybody could. . Sweetest little bookworm<comma> hidden underneath. Is the sexiest librarian. Take off those glasses and let down your hair for me. Take off those glasses and let down your hair for me. . Simple little beauty<comma> heaven in your breath. Simplest of pleasures<comma> the world at its best,0.061627,0.048898,0.090893,6.065964,-0.011386,0.000113,1.546597,4.633117,0.220458,0.1349,0.576888,0.029925,0.077329,0.930025,0.000072,0.206914,0.187039,0.181856,0.173629,0.175436,0.1473,0.14211,0.029518,0.428051,0.340934,0.322282,0.33782,0.258447,0.106044,0.105316,0.085004,0.0991,0.090373,0.109822,0.024894,0.03808,0.068453,0.13216,0.257249,0.034164,0.450895,0.128687,0.044538,0.040621,0.050607,0.198691,4980.594985,14.281444,11.487449,0.00151,0.559457,0.31308,71.82804,4.57704,1.325353,0.729361,0.647629,0.884545,0.063008,83.69317,5.721067,626.8151,2.00331,0.036624,0.104797,0.155931,0.000218,0.003749,6015.114,1.122013,0,0.916112,0.130821,0,0.076902,0.002366,553.6899,319476.8,0.014731,0.010463,0.000207,-4.900765,-4.394814,-0.207499,-0.001652,-10.32404,-4.498062,-7.203754,-0.000676,-5.309041,-5.111084,0.05998,0.054682,0.053673,37.13085,0.162139,-0.175401,0.000012,0.001893,1.000374,31.54987,8.510232,0.523677,6.442436,3.930739,0.6623,4.324088,1278,-0.124214,5.504598,0.771275,-5.934066,11.07891,1.117992,0.882608,0,0.895553,0.002374,0.000094,-0.170789,0.001014,-0.416609,1696,6.351089,sad
No this is not my guitar. I'm bringing it to a friend. And no I don't sing. I'm only humming along. . Up here in the air. I'm just mumbling at the clouds. Wanting to be known. While I pass the lonely hours. . I came down from the room. I saw you in the rain. Laughing with some people. Hair dripping down your face. . Your calm hypnotic eyes. Your Scandinavian glow. I felt them like a flame. Candle in my cold bones. . Tonight you were my muse. As I belted and I strummed. Trying not to drown. In the helicopter drone. . Alesund. . From the crowd I heard. You sing a pretty line. Was it there so much longer. That I wanna cry. . I thought about it long. Had you repeated in my ear. "I couldn't place a thought. Without you being so close". . Alesund. . Should've played it then. From the intro to the end. When they offered me the stage. At the bar we landed in. . But I turned and walked. Away from all the fun. And back into the black. Seaside night of Alesund. . Alesund,0.02677,0.023838,0.02832,9.354185,0.118822,0.000014,1.487803,4.44624,0.469259,0.089496,0.448402,0.003559,0.005597,0.811896,0.000016,0.204265,0.193602,0.171848,0.16412,0.173194,0.155463,0.177608,0.010901,0.598546,0.63643,0.555165,0.418913,0.444353,0.165525,0.161344,0.159643,0.12835,0.124751,0.112443,0.015217,0.021101,0.068111,0.14222,0.263662,0.002277,0.731748,0.203975,0.075723,0.071917,0.043891,0.206159,2609.263273,7.068549,8.198226,0.001542,0.573918,0.326257,44.63512,2.511394,0.978092,1.003257,0.509745,0.850223,0.092006,145.773,7.328512,424.9368,0.756055,0.021705,0.214258,0.239683,0.000852,0.008173,16467.86,4.220094,0,0.792277,0.109904,0,0.164684,0.004527,278.4424,3927.848,0.002684,0.000883,0.000003,6.86176,6.838087,-0.051231,-0.115056,-4.999323,-9.123164,-13.61358,0.002505,-5.272917,-3.156268,0.027197,0.022795,0.006982,4.594674,0.23354,-0.075257,-0.000001,0.000282,2.546347,17.80243,5.829686,0.498161,4.618629,2.928998,0.462175,2.638578,2579,-0.087123,4.408751,0.716791,-6.171577,10.50092,0.779852,0.983098,0.000001,1.073737,0.002314,0.000002,-0.11219,0.000627,0.616351,1251,7.745383,sad
Come here. Spare the end. Don't want to talk in metaphors. Your new hole is my head. . I'm you holding me. Like you want a home. I'm really careful. That I hurt no one. Who really matters. . So farewell your heart. And this is all. I found no one. It matters not. . Small man ornament. Fuck me up before you fly. No more little gray skies. . I'm you holding me. Like you want a home. I'm really careful . That I hurt no one. Who really matters. . So farewell your heart. And this is all. I found no one. It matters not,0.047825,0.038081,0.054241,7.350993,0.047357,0.000106,1.511952,4.594869,0.312651,0.135056,0.530524,0.01503,0.030802,0.85015,0.000117,0.204399,0.187083,0.193642,0.174246,0.165841,0.147392,0.144054,0.026724,0.407201,0.370368,0.434444,0.346413,0.301215,0.116185,0.120324,0.149166,0.101096,0.080548,0.124681,0.030665,0.031128,0.07484,0.139996,0.26972,0.025313,0.57674,0.11832,0.044257,0.042726,0.049752,0.204137,5821.221263,11.07381,14.123617,0.001582,0.549691,0.319019,59.78819,3.509987,1.168564,0.612096,0.440109,0.859195,0.089895,92.11612,6.592049,226.6486,0.476765,0.018642,0.081345,0.060465,0.000641,0.007278,3583.476,1.329246,0,0.887483,0.121459,0,0.099923,0.003041,440.9164,122202,0.010249,0.006334,0.000033,-0.703532,-0.468298,-0.725404,0.16287,-4.730965,-5.986798,-4.804258,0.00127,-3.078544,-7.560249,0.047954,0.036235,0.032908,107.6221,0.1894,-0.182929,0.000003,0.001026,0.820298,25.47839,10.10109,0.338824,7.687175,2.831632,0.487357,2.965972,2148,-0.393605,5.542258,0.74201,-3.29299,7.534915,0.882964,0.978055,0.000004,0.734416,0.005676,0.000027,-0.137299,0.00078,0.310182,467,6.855805,sad
I've been out walking. I don't do too much talking these days. These days. These days I seem to think a lot. About the things that I forgot to do. . And all the times I had. The chance to. . I stopped my rambling. I don't do too much gambling these days. These days. These days I seem to think about. How all the changes came about my way. . And I wonder if I'd see another. Highway. . I had a lover. I don't think I'll risk another these days. These days. And if I seem to be afraid. To live the life that I have made in song. It's just that I've been losing. So long. . La la la la la. La la. . I'd stop my dreaming. I won't do too much scheming these days. These days. These days I sit on corner stones. And count the time in quarter turns to ten. . Please don't confront me with my failures. I had not forgotten them,0.04604,0.03847,0.05621,9.233508,0.330719,0.000138,1.498389,4.882565,0.345081,0.131427,0.495001,0.009245,0.019995,0.917036,0.000071,0.20422,0.189269,0.179607,0.161724,0.162138,0.152106,0.141224,0.02166,0.44238,0.33672,0.321339,0.25408,0.304882,0.115161,0.099406,0.114216,0.135215,0.100163,0.181548,0.025827,0.030883,0.07251,0.123985,0.271961,0.004865,0.582887,0.121478,0.033995,0.037694,0.052295,0.199514,6719.455754,13.26497,13.137036,0.001561,0.542516,0.316601,57.97261,3.185564,1.102469,0.610025,0.425021,0.870487,0.078518,86.15623,6.678225,195.6898,0.582637,0.018093,0.043366,0.052783,0.000389,0.004836,3879.19,0.997668,0,0.923435,0.11208,0,0.07075,0.002704,416.6789,17838.07,0.010091,0.012262,0.000033,5.81257,4.062107,-0.133267,-0.31628,-6.430412,-9.313536,-6.980263,0.002353,-12.75259,-2.121054,0.043735,0.046548,0.014729,7.548162,0.224541,0.725144,0,0.000698,0.162687,16.73251,12.97462,0.603554,6.34211,4.013139,0.708746,3.861073,462,0.051972,4.389824,1.288119,-5.164136,9.727325,1.715188,1.339365,-0.000002,1.513233,0.001208,0.000008,-0.102447,0.000574,-0.122924,2356,7.471384,sad
Gold teeth and a curse for this town were all in my mouth. Only I don't know how they got out<comma> dear. Turn me back into the pet I was when we met. I was happier then with no mindset. . And if you took to me like a gull takes to the wind. I'd have jumped from my trees. And I'd have danced like the king of the eyesores. And the rest of our lives would have fared well. . New slang when you notice the stripes<comma> the dirt in your fries. Hope it's right when you die old and bony. Dawn breaks like a bull through the hall<comma> never should have called. But my head's to the wall and I'm lonely. . And if you took to me like a gull takes to the wind. I'd have jumped from my trees. And I'd have danced like the king of the eyesores. And the rest of our lives would have fared well. . Godspeed all the bakers at dawn<comma> may they all cut their thumbs. And bleed into their buns 'til they melt away. I'm looking in on the good life I might be doomed never to find. Without a trust or flaming fields<comma> am I too dumb to refine?. . And if you took to me like a --. I'd have danced like the queen of the eyesores. And the rest of our lives would have fared well,0.055936,0.034743,0.065087,5.889228,0.439849,0.000184,1.513743,4.252282,0.330134,0.118766,0.573041,0.019095,0.076358,0.96807,0.00011,0.21359,0.193188,0.187502,0.168776,0.167756,0.143701,0.150496,0.027258,0.448552,0.285656,0.29376,0.283959,0.286078,0.116644,0.131103,0.096721,0.090448,0.069585,0.059472,0.02123,0.04109,0.072434,0.133977,0.261599,0.00974,0.479009,0.123744,0.0326,0.03503,0.049382,0.201779,8418.926857,25.430886,46.876726,0.001482,0.582933,0.318813,75.21993,4.659546,1.312497,0.776454,1.095694,0.900061,0.10302,116.9336,6.304329,244.3274,1.029336,0.027854,0.06113,0.245293,0.000179,0.006222,8443.634,1.159797,0,0.904794,0.123601,0,0.0862,0.003941,371.3107,39903.07,0.014651,0.012734,0.000094,-4.067922,-3.556501,0.06754,0.398923,-3.045833,0.936082,-8.30872,0.000401,-1.256611,-2.336617,0.054696,0.053599,0.035047,9.202234,0.15776,0.745176,0,0.002138,1.654497,10.43487,5.985283,0.692876,4.679293,3.217274,0.769935,3.124413,2369,0.156262,3.715095,0.822075,-4.166196,8.56015,1.229127,1.052771,-0.000002,1.001757,0.002038,0.000066,-0.111529,0.000669,-0.424855,464,18.02496,sad
In the hour of the girl . You can make this danger witness . Or whatever<comma> without your heart . You can wish you could relate . If it's always gonna be . Sit beside me on a star . If you wake me up tonight . . So you try to make it whole . With everybody here . More than a sony . To make the words throw up . Or show me the way . As they pick me up again . They will be there on the couch . They will make you better still . (can you be sure?) . . Of anything you make . Maybe you can get a whiff . It's enough to make you gag . It's enough to make you sick . Each and every day . With the concrete and the masonry . When the paint that's on is dry . You can work it from your eye . . And you take it from my heart . As you stand alone forever . . From the roaming and the surf . And the cloudy cloudy day . Just a boss thing that is pure . Something specially for you . It's like everybody's needing it . And everybody's sure . . (and if they say) . Is a woman<comma> write this down . Put the paper<comma> over there . More than it is . No more than it is,0.040373,0.030104,0.065917,8.12965,-0.084433,0.000038,1.452834,3.711546,0.521754,0.104341,0.502678,0.030141,0.106088,0.818125,0.000047,0.197264,0.177429,0.187329,0.154983,0.153856,0.156004,0.149316,0.027102,0.362274,0.345786,0.318455,0.324182,0.318432,0.130757,0.123491,0.151834,0.187117,0.083908,0.13583,0.021421,0.042536,0.087901,0.148595,0.260019,0.036297,1.186426,0.097502,0.039481,0.04559,0.049793,0.207047,3863.853372,8.101099,10.144966,0.001498,0.567474,0.309301,51.73104,3.151563,1.079172,0.928426,0.579442,0.87569,0.140277,155.2047,7.080297,566.0012,2.64357,0.071911,0.101048,0.24398,0.000415,0.012046,18107.48,2.504889,0,0.86285,0.103979,0,0.118419,0.003359,326.354,226228.4,0.00443,0.004823,0.000033,2.627483,2.300005,-1.077807,-0.217982,1.089082,-4.274104,0.145511,0.000313,-1.744492,-1.075395,0.03819,0.043643,0.049696,27.31189,0.127927,1.163645,0,0.000997,1.083476,25.35418,11.74816,0.467002,8.013592,6.180068,0.816675,4.132327,884,-0.244152,6.645337,1.326701,-5.5911,10.00878,0.913406,0.953773,-0.000002,0.858704,-0.003123,0.000092,-0.145609,0.000449,-0.146681,2385,25.11368,sad
