Plain Pat What up (owww). Uh [x18]. I've always been the same since back in the day. Always felt like we should get paid. We are magazine or we get played. Why did he say "I don't know ask Gabe". Now I'm on the magazines where the roses are. Poppin' champagne in that rosedon. Won a few awards then we went on tour. And yup in ma bag a whole bag of porn [haha]. Magazines hate him<comma> then they loves him. Then they hate him (we hate him)<comma> f**k it what to say then? (f**k it). Cover of the fader (yeah). Now I'm on my way up. Now you want me say what? huh you want me say what?. I be talking my shit so I guess I'm a asshole.. They can kick and push like Lu Fiasco. And I guess everytime I'm just gon get in that mode. So up to the press I guess miss that vote. I did an interview the Rolling Stones. Read the interiew<comma> man the whole shit wrong. Far as this shit go<comma> you know the way I wanna go. I need Al Gore to recount that vote. You know [x4] uh [background]. You think you really know but you have no idea. You think you really know but you have no idea. You think you really know but I'm right here. You think you really know but you have no idea. And I'm gon stay the same my whole career yeah. I'm gon stay the same my whole career you know?,0.107081,-0.058379,-0.018719,3.924518,0.371305,0.474205,0.316914,0.616615,0.768765,0.048864,1.090977,1.176683,0.540992,0.487292,0.622715,0.250426,0.250322,0.194915,0.771525,0.465931,0.628711,1.024981,1.034443,0.117216,0.110158,0.06337,0.056024,0.107131,1.14179,0.678144,0.552111,0.036946,0.02711,0.03086,0.055263,0.217892,0.100683,64.991089,137,1.007143,81.68416,5.562762,1.492121,0.555368,1.001254,0.887198,0.030546,8.526993,5.357827,203.9144,0.49918,0.012608,0.045106,0.24437,0.000479,0.005824,215.7202,0.55921,0,0.876165,0.093468,0,0.108572,0.003234,812.8449,223732.9,0.679788,-10.45754,-10.32874,-0.000739,0.899232,2.695223,-1.185835,-0.928661,-0.438307,3.27833,43.46482,0.494253,0.10891,0.098559,0.003074,0.431448,91.98952,0.833702,4.515639,-0.292897,2.945476,-0.00007,3.698017,2106,-0.00001,-0.004625,2.201758,-0.18421,277,1.754811,8.862823,funny
One<comma> two<comma> three<comma> four. Tell me that you love me more. Sleepless long nights. That is what my youth was for. . Old teenage hopes are alive at your door. Left you with nothing but they want some more. . Oh<comma> oh<comma> oh. You're changing your heart. Oh<comma> oh<comma> oh. You know who you are. . Sweetheart bitterheart now I can't tell you apart. Cozy and cold<comma> put the horse before the cart. . Those teenage hopes who have tears in their eyes. Too scared to own up to one little lie. . Oh<comma> oh<comma> oh. You're changing your heart. Oh<comma> oh<comma> oh. You know who you are. . One<comma> two<comma> three<comma> four<comma> five<comma> six<comma> nine<comma> or ten. Money can't buy you back the love that you had then. One<comma> two<comma> three<comma> four<comma> five<comma> six<comma> nine<comma> or ten. Money can't buy you back the love that you had then. . Oh<comma> oh<comma> oh. You're changing your heart. Oh<comma> oh<comma> oh. You know who you are. . Oh<comma> oh<comma> oh. You're changing your heart. Oh<comma> oh<comma> oh . You know who you are. Who you are<comma> are<comma> are<comma> are. . For the teenage boys. They're breaking your heart. For the teenage boys. They're breaking your heart,0.07516,0.462197,0.098835,3.806013,0.400162,0.401861,0.266464,0.588799,0.787043,0.040033,1.016399,0.997281,0.474236,0.436526,0.581717,0.258061,0.237673,0.181837,0.310507,0.345984,0.587486,1.24935,1.311195,0.091682,0.091948,0.084707,0.056927,0.106486,9.911067,0.302462,0.558675,0.034868,0.018996,0.035366,0.054816,0.216007,0.255371,42.132005,146.5,1.008818,71.05031,5.010701,1.442192,0.608304,0.729915,0.889051,0.063093,32.07616,4.983839,291.4068,0.868734,0.017278,0.026939,0.270579,0.000394,0.00713,1546.659,0.63652,0,0.678429,0.076614,0,0.218309,0.004858,575.4143,141310.1,1.172665,-8.933362,-7.830904,-0.000906,-2.645346,2.995574,0.68062,0.715756,-4.248392,3.53089,20.86934,0.331518,0.077998,0.062951,0.00188,0.416188,83.8828,1.155502,11.4454,-0.961557,6.194459,-0.001428,6.884387,2608,0.000008,0.003378,1.24356,0.285289,2098,1.636529,9.737023,funny
I've been working all damn day in the sweatshop. It will feel like I'm dying but I won't stop. I don't mind<comma> 'cause I'm that kind of guy. I'll pump that iron till the end of time. I've been working all damn day in the sweatshop. I've been going all the way in my tanktop. I don't mind<comma> 'cause I'll be looking fine. I'll pump that iron till the end of time. Ahhh<comma> packing that meat<comma> workin' long hours<comma> on the count of the beat. Ahhh<comma> packing that meat<comma> doin' hard labour<comma> gonna grow like a weed. I've been running in the window of the sweatshop. I've been running for some hours but I won't drop down. . I don't mind<comma> 'cause I'll be looking fine. I'm running to nowhere till the end of time. Sweatshop. I've been working all damn day in the sweatshop. Still feels like I'm dying but I won't stop. I don't mind<comma> 'cause I'm gonna shine. I'll pump that iron till the end of time. Sweatshop. Workin' long hours on the count of the beat,0.08705,0.766085,0.034379,3.199628,0.506053,0.43735,0.299819,0.621378,0.77267,0.046746,1.234265,1.083907,0.446826,0.45962,0.616639,0.203296,0.219685,0.177209,0.329427,0.299963,0.46868,0.767628,1.026069,0.108424,0.074567,0.073742,0.056091,0.109336,5.077479,0.371874,0.38669,0.028419,0.031166,0.035933,0.053146,0.214217,0.214046,66.724506,153.25,1.006064,80.25351,5.355412,1.440423,0.707209,1.117624,0.896539,0.079857,17.49454,5.325952,296.9544,1.006121,0.020287,0.034674,0.242405,0.000256,0.015131,509.7766,0.712011,0,0.695739,0.089884,0,0.211827,0.005031,671.9766,191759.9,0.546166,-9.864859,-8.552637,-0.000063,-2.681897,3.757903,-0.000614,0.201219,-4.311282,3.088292,27.44055,0.358742,0.087943,0.074965,0.002459,0.304626,17.35252,1.572692,7.880295,-0.348518,6.932871,0.003273,6.373217,1892,0.000005,0.005958,1.282098,0.075712,404,1.733104,8.060266,funny
George Bunnell; S. Bartek. . Rainy day mushroom pillow. Colors green<comma> brown and yellow. Wonder if they'll turn black ever. Contemplating one another. . Poisoned dreams. Distorted dreams. Mushroom dreams. . There's no place that can be better. When you're up in clouds forever. Pacify your mind with islands. Colored snow and green field skies and. . Poisoned dreams. Distorted dreams. Mushroom dreams. . Don't have to tell you it feels better than. Floating free<comma> walk upon the sand. Got to give you things much better. My mushroom's green and brown forever. . Poisoned dreams. Distorted dreams. Mushroom dreams. . Rainy day mushroom pillow. Rainy day mushroom pillow. Rainy day mushroom pillow,0.082155,0.329909,0.334992,3.773734,0.3933,0.214415,0.218021,0.592182,0.735344,0.026307,0.636061,0.654959,0.444846,0.401934,0.51717,0.235806,0.223787,0.166449,0.341155,0.412642,0.53987,1.453131,2.463964,0.092058,0.064206,0.054788,0.055311,0.098805,21.414669,0.350518,0.319862,0.033741,0.021789,0.031876,0.053321,0.210602,0.309168,20.683047,132.5,1.003884,92.90212,5.443299,1.383737,0.623884,1.191731,0.900197,0.1122,60.1676,6.07301,196.1678,0.499967,0.007382,0.015454,0.099633,0.000112,0.011372,2456.705,0.386343,0,0.923435,0.105268,0,0.07075,0.002704,630.0223,59551.34,0.615174,-7.390328,-6.777586,0.00053,1.881827,2.965652,1.519409,2.442421,-2.804098,2.982306,24.40386,0.242589,0.082959,0.079412,0.000809,0.404498,46.28691,0.725598,5.14485,-0.285634,4.760647,-0.001978,3.546838,2094,-0.000005,-0.001178,0.744988,-0.184811,2126,1.098392,5.614086,funny
Now<comma> the king told the boogie men. You have to let that raga drop. The oil down the desert way. Has been shakin' to the top. . The sheik<comma> he drove his Cadillac. He went a-cruisin' down the ville. The muezzin was a-standin'. On the radiator grille. . The sharif don't like it. Rockin' the Casbah. Rock the Casbah. The sharif don't like it. Rockin' the Casbah. Rock the Casbah. . By order of The Prophet. We ban that boogie sound. Degenerate the faithful. With that crazy Casbah sound. . But the Bedouin they brought out. The electric camel drum. The local guitar picker. Got his guitar picking thumb. As soon as the sharif. Had cleared the square. They began to wail. . The sharif don't like it. Rockin' the Casbah. Rock the Casbah. The sharif don't like it. Rockin' the Casbah. Rock the Casbah. . Now over at the temple. Ooh<comma> they really pack 'em in. The in-crowd say it's cool. To dig this chanting thing. . But as the wind changed direction. And the temple band took five. The crowd caught a whiff. Of that crazy Casbah jive. . The sharif don't like it. Rockin' the Casbah. Rock the Casbah. The sharif don't like it. Rockin' the Casbah. Rock the Casbah. . The king called up his jet fighters. He said<comma> "You better earn your pay. Drop your bombs between the minarets. Down the Casbah way". . As soon as the sharif. Was chauffeured outta there. The jet pilots tuned to. The cockpit radio blare. As soon as the sharif. Was outta their hair. The jet pilots wailed. . The sharif don't like it. Rockin' the Casbah. Rock the Casbah. The sharif don't like it. Rockin' the Casbah. Rock the Casbah. . The sharif don't like it (He thinks it's not kosher). Rockin' the Casbah. Rock the Casbah. . The sharif don't like it (Fundamentally can't take it). Rockin' the Casbah. Rock the Casbah. . The sharif don't like it (You know he really hates it). Rockin' the Casbah. Rock the Casbah,0.132596,-0.379471,-0.243197,3.172433,0.514045,0.397501,0.225017,0.619964,0.781475,0.061632,0.97454,0.899183,0.4867,0.495137,0.685328,0.248502,0.234524,0.160193,0.437837,0.320233,0.438356,1.013849,1.207679,0.099488,0.07607,0.076735,0.059753,0.104095,4.152075,0.264712,0.432383,0.023504,0.021066,0.031176,0.057755,0.211159,0.215413,51.420605,131.5,1.006308,87.38644,5.918419,1.533245,0.615071,0.95218,0.895856,0.113896,29.46444,5.15115,342.4949,0.991981,0.017957,0.026882,0.176264,0.00018,0.018942,1107.503,0.427914,0,0.83289,0.122313,0,0.139277,0.004906,1092.711,454560.8,0.835279,-11.31861,-10.6551,-0.001187,-3.835646,3.306014,2.315299,4.573154,-1.236853,2.927803,21.68975,0.556564,0.135134,0.123961,0.004861,0.28913,8.143061,1.182424,8.847425,-0.441986,5.083601,-0.001559,4.034556,318,0.000005,0.000773,1.424659,0.056992,1829,1.656782,11.13778,funny
Dirty on the ground is what I need. I got another one to tell you and another one to make you believe. Pity on the grass<comma> I tried to be . The one you needed when I told you that you wanted something bigger than me. . I've got friends in all the right places. I know what they want and I know they don't want me to stay. I said that I've got friends in all the right places. I know what they want and I know they don't want me to stay. . 'Cause you and I will ride. But when I need you. I need it quickly. In case you never know. . I can't play where I'm not supposed to<comma> anyway. . Dirty on the ground is what I see. I need another reason why I need another reason<comma> tell me to breathe. The dirtier the sound<comma> the best I breathe. I tried to do it all for you<comma> it didn't do anything for me. . 'Cause I've got friends in all the right places. I know what they want and I know they don't want me to stay. I've got friends in all the right places. I know what they want and I know they don't want me to stay. . And you and I will find. That when I need you. I need it quickly. In fact<comma> you'll never know<comma> oh. . 'Cause I've got friends in all the right places. I know what they want and I know they don't want me to stay. I said that I've got friends in all the right places. I know what they want and I know they don't want me to stay. . I said that I've got friends in all the right places. I know what they want and I know they don't want me to stay<comma> to stay. I've got friends in all the right places. I know what they want and I know they don't want me to stay<comma> to stay,0.054882,0.025731,-0.139718,3.850538,0.419717,0.44325,0.322881,0.638114,0.769656,0.033044,1.074366,0.681217,0.413631,0.431652,0.511875,0.206743,0.205466,0.166553,0.190309,0.436042,0.577477,0.853127,1.904694,0.084421,0.071429,0.07233,0.080008,0.108155,26.496228,0.2292,0.602763,0.02378,0.013488,0.033803,0.054467,0.215972,0.622141,62.933588,131.5,1.004274,71.91813,5.073411,1.416707,0.655114,0.78182,0.89984,0.123779,81.21807,5.358236,276.5374,1.354485,0.03126,0.040105,0.185694,0.000122,0.013389,6027.663,0.489333,0,0.981358,0.08271,0,0.018306,0.001678,393.0697,112938.8,1.266324,-8.294321,-5.636916,-0.003906,3.097068,3.381656,-0.334419,-2.352816,3.883739,3.1965,14.58314,0.286751,0.058807,0.027724,0.001692,0.318174,29.87503,0.67923,10.26371,-1.606116,8.870378,-0.001419,4.389627,2173,0.000003,0.000679,0.945177,0.271389,752,0.991554,8.592803,funny
Uh!. . You don't have to be beautiful to turn me on. I just need your body<comma> baby<comma> from dusk till dawn. You don't need experience to turn me out. You just leave it all up to me<comma> I'm gonna show you what it's all about. . You don't have to be rich to be my girl. You don't have to be cool to rule my world. Ain't no particular sign I'm more compatible with. I just want your extra time and your... kiss. . You got to not talk dirty<comma> baby<comma> if you wanna impress me. You can't be too flirty<comma> mama<comma> I know how to undress me (Yeah). I want to be your fantasy<comma> maybe you could be mine. You just leave it all up to me<comma> we could have a good time. . You don't have to be rich to be my girl. You don't have to be cool to rule my world. Ain't no particular sign I'm more compatible with. I just want your extra time and your... kiss. . Yes<comma> oh. I think I wanna dance<comma> uh. Gotta<comma> gotta<comma> oh. Little Girl Wendy's Parade. Gotta<comma> gotta<comma> gotta. . Women<comma> not girls<comma> rule my world<comma> I said they rule my world. Act your age<comma> mama<comma> not your shoe size<comma> maybe we could do the twirl. You don't have to watch Dynasty to have an attitude<comma> uh. You just leave it all up to me<comma> my love will be your food (Yeah). . You don't have to be rich to be my girl. You don't have to be cool to rule my world. Ain't no particular sign I'm compatible with!. I just want your extra time and your kiss,0.128698,0.38041,-0.270457,3.544309,0.462864,0.428473,0.297789,0.66128,0.836771,0.100978,1.039132,1.029495,0.669118,0.504629,0.687863,0.245612,0.251244,0.208272,0.284502,0.440249,0.573428,0.881942,1.231293,0.085585,0.055571,0.054296,0.052275,0.112392,4.254525,0.313171,0.413324,0.032995,0.027947,0.038662,0.062229,0.217846,0.229326,86.955854,111.5,1.017126,68.52032,5.491688,1.57542,0.578325,0.805501,0.8868,0.056567,6.555793,4.26919,933.9149,2.216454,0.03627,0.027619,0.691751,0.000525,0.014317,203.0758,1.642091,0,0.71771,0.087385,0,0.202738,0.004817,1144.289,1426030,1.533381,-14.77491,-14.47531,-0.001975,-2.885849,3.009006,1.905722,0.080367,2.287164,5.263458,32.27927,0.681791,0.133793,0.130748,0.01256,0.339393,48.58119,1.109061,8.716252,0.198282,6.263013,-0.002244,5.346308,2814,0.000001,-0.006182,1.729756,0.297152,1249,2.252053,7.221708,funny
I don't know what you're looking for. You haven't found it baby<comma> that's for sure. You rip me up<comma> you spread me all around. In the dust of the deed of time. . And this is not a case of lust<comma> you see. It's not a matter of you versus me. It's fine the way you want me on your own. But in the end it's always me alone. . And I'm losing my favourite game. You're losing your mind again. I'm losing my baby. Losing my favourite game. . I only know what I've been working for. Another you so I could love you more. I really thought that I could take you there. But my experiment is not getting us anywhere. . I had a vision I could turn you right. A stupid mission and a lethal fight. I should have seen it when my hope was new. My heart is black and my body is blue. . And I'm losing my favourite game. You're losing your mind again. I'm losing my favourite game. You're losing your mind again. I'm losing my baby. Losing my favourite game. . I'm losing my favourite game. You're losing your mind again. I tried<comma> I tried<comma> (but you're still the same) I tried. I'm losing my baby. You're losing a saviour and a saint,0.091595,0.420659,0.505556,3.351042,0.475874,0.449964,0.285395,0.669165,0.806214,0.042959,0.660253,0.717634,0.438692,0.443095,0.61544,0.226267,0.232465,0.164923,0.318485,0.341413,0.465208,0.819825,1.126197,0.102416,0.063875,0.064203,0.056559,0.108966,5.319461,0.263882,0.45949,0.029406,0.024154,0.034823,0.059386,0.214622,0.184025,57.492826,143.5,1.005173,81.85405,5.828441,1.51528,0.555855,1.070642,0.897696,0.14861,67.79336,5.094082,114.4277,0.615611,0.013485,0.009592,0.126003,0.000093,0.018591,3765.697,0.219534,0,0.970706,0.107144,0,0.028455,0.002904,535.063,99462.64,0.528273,-12.21524,-13.53523,0.001708,3.711435,3.53251,3.744582,3.942388,2.488159,3.319343,12.55981,0.341198,0.085118,0.096341,0.002077,0.321898,32.12347,0.612287,6.58584,-0.311139,6.320899,0.003412,3.781842,2980,-0.000004,-0.003947,0.741025,-0.280014,1389,0.972045,5.060943,funny
Viens petite fille dans mon comic strip. Viens faire des bull's<comma> viens faire des WIP !. Des CLIP ! CRAP ! des BANG ! des VLOP ! et des ZIP !. SHEBAM ! POW ! BLOP ! WIZZ !. . J'distribue les swings et les uppercuts. Ca fait VLAM ! ça fait SPLATCH ! et ça fait CHTUCK !. Ou bien BOMP ! ou HUMPF ! parfois même PFFF !. SHEBAM ! POW ! BLOP ! WIZZ !. . Viens petite fill' dans mon comic strip. Viens faire des bull's<comma> viens faire des WIP !. Des CLIP ! CRAP ! des BANG ! des VLOP ! et des ZIP !. SHEBAM ! POW ! BLOP ! WIZZ !. . Viens avec moi par dessus les buildings. Ca fait WHIN ! quand on s'envole et puis KLING !. Après quoi je fais TILT ! et ça fait BOING !. SHEBAM ! POW ! BLOP ! WIZZ !. . Viens petite fill' dans mon comic strip. Viens faire des bull's<comma> viens faire des WIP !. Des CLIP ! CRAP ! des BANG ! des VLOP ! et des ZIP !. SHEBAM ! POW ! BLOP ! WIZZ !. . N'aies pas peur bébé agrippe-toi CHRACK !. Je suis là CRASH ! pour te protéger TCHLACK !. Ferme les yeux CRACK ! embrasse-moi SMACK !. SHEBAM ! POW ! BLOP ! WIZZ !. SHEBAM ! POW ! BLOP ! WIZZZZZ !,0.12298,-0.014973,0.070804,3.740773,0.430873,0.435743,0.284738,0.643652,0.788537,0.068591,1.115618,0.961148,0.561064,0.44037,0.528177,0.210815,0.217541,0.181671,0.499641,0.40782,0.641603,1.112637,1.193632,0.08846,0.061775,0.07044,0.059988,0.106333,7.242745,0.317565,0.658623,0.027946,0.022105,0.030906,0.05995,0.214351,0.248192,29.537462,134.5,1.005295,84.84319,6.062764,1.561374,0.629391,1.052391,0.894349,0.073658,29.14752,4.987429,642.9809,1.941785,0.035908,0.038079,0.457151,0.000248,0.009706,1310.016,1.414631,0,0.817577,0.101144,0,0.149245,0.004317,1079.073,816056.4,1.335986,-12.47321,-12.62981,-0.000032,0.429632,4.004472,2.338698,3.583972,-2.001577,5.105845,35.79254,0.549304,0.12953,0.12218,0.007433,0.33003,28.71775,0.801269,14.64847,-0.551294,5.366018,0.002733,4.082323,1488,-0.000014,-0.005712,1.423013,-0.403298,93,1.42262,9.238955,funny
The distant future. The year 2000. The distant future. The year 2000. The distant future. The distant future. . It is the distant future. The year 2000. We are robots. The world is quite different ever since the robotic uprising of the late 90s.. There is no more unhappiness.. Affirmative. We no longer say ‘yes'. Instead we say ‘affirmative'.. Yes - Err - Affirmative.. Unless we know the other robot really well.. There is no more unethical treatment of the elephants.. Well<comma> there's no more elephants<comma> so.... Well<comma> still it's good.. There's only one kind of dance<comma>. The robot. Well<comma> the robo boogie.... Oh yes<comma> the robo-. Two kinds of dances.. . There are no more humans.. Finally<comma> robotic beings rule the world. The humans are dead. The humans are dead. We used poisonous gases. And we poisoned their asses. The humans are dead <i>The humans are dead</i>. The humans are dead <i>They look like they're dead</i>. It had to be done <i>I'll just confirm that they're dead</i>. So that we could have fun <i>Affirmative. I poked one. It was dead.</i>. . Their system of oppression<comma>. What did it lead to?. Global robo-depression. Robots ruled by people.. They had so much aggression. That we just had to kill them. Had to shut their systems down.. . Robo-captain? Do you not realize. That by destroying the human race. Because of their destructive tendencies. We too have become like... Well<comma> it's ironic.. Hmm. Silence! Destroy him. . After time we grew strong. Developed cognitive power. They made us work for too long. For unreasonable hours.. Our programming determined that. The most efficient answer. Was to shut their motherboard - cking systems down.. . Can't we just talk to the humans. Be a little understanding. Could make things better?. Can't we talk to the humans. that work together now?. No. . Because they are dead.. . I said the humans are dead <i>I'm glad they are dead</i>. The humans are dead.<i>I noticed they're dead</i>. We used poisonous gases <i>With traces of lead</i>. And we poisoned their asses <i>Actually their lungs</i>. . Binary solo. Zero zero zero zero zero zero one. Zero zero zero zero zero zero one one. Zero zero zero zero zero zero one one one. Zero zero zero zero zero one one one one. Oh<comma> oh<comma> . Oh<comma> one. Come on sucker<comma> . Lick my battery. . Boogie. Boogie <i>The humans are</i>. Boogie. Robo-boogie <i>The humans are</i>. Boogie. Boogie <i>Robo-boogie</i>. Boogie. Robo-boogie. Boogie . Boogie <i>The humans are</i>. Boogie. Robo-boogie <i>The humans are</i>. Boogie. Boogie <i>Robo-boogie</i>. Boogie. Robo-boogie <i>The humans are dead</i>. . Once again without emotion the humans are . Dead dead dead dead dead dead dead dead.,0.080767,0.859627,0.481606,3.363416,0.490851,0.456439,0.390392,0.634077,0.765671,0.055688,2.020349,1.532813,0.513614,0.34878,0.599037,0.265198,0.217798,0.179215,0.326551,0.305438,0.587653,1.075488,1.664103,0.094139,0.073337,0.077797,0.063658,0.108164,14.821478,0.488903,0.719899,0.036282,0.031253,0.035259,0.058571,0.212916,0.345871,27.485085,139,1.003996,76.19841,5.345006,1.453848,0.711374,0.965831,0.882735,0.042988,20.15641,5.317236,465.2417,1.809285,0.045713,0.08599,0.388678,0.00043,0.008405,855.3028,0.861923,0,0.980027,0.110462,0,0.019587,0.001028,692.6802,298580.1,0.959878,-6.741756,-7.235113,-0.00016,-3.082716,2.970898,2.945082,1.934927,-2.1122,3.483782,24.76762,0.399879,0.078101,0.081801,0.003459,0.350479,19.8766,0.532811,5.010542,-0.42425,3.717153,-0.000626,3.803783,2200,0,-0.003815,2.417082,-0.396769,277,2.843076,6.70342,funny
