1 - 2 - 3. . <i>(Good love). (Good love). (Good love). (Good love)</i>. . I was feeling so bad. I asked my family doctor just what I had. I said<comma> "Doctor<comma>" <i>(Doctor)</i>. "Mr. M.D.<comma>" <i>(Doctor)</i>. "Now can you tell me what's ailing me?" <i>(Doctor)</i>. . He said<comma> "Yeah<comma> yeah<comma> yeah<comma> yeah<comma> yeah.". <i>(Yeah<comma> yeah<comma> yeah<comma> yeah<comma> yeah)</i>. Yes indeed<comma> all I<comma> I really need. . <i>(Good love)</i> Now gimme that good<comma> good lovin'. <i>(Good love)</i> All I need is love. <i>(Good love)</i> Good<comma> good lovin' baby. <i>(Good love)</i>. . Now honey please<comma> squeeze me tight <i>(squeeze me tight)</i>. Don't you want your baby to be alright? <i>(be alirhgt)</i>. I said baby <i>(baby)</i>. Now it's for sure <i>(it's for sure)</i>. I got the fever<comma> yeah and you got the cure <i>(got the cure)</i>. . Everybody yeah<comma> yeah<comma> yeah<comma> yeah<comma> yeah. <i>(Yeah<comma> yeah<comma> yeah<comma> yeah<comma> yeah)</i>. Yes indeed<comma> all I<comma> I really need. . <i>(Good love)</i> Now come on and gimme that lovin'. <i>(Good love)</i> All I need is love. <i>(Good love)</i> Good<comma> good lovin' baby. <i>(Good love)</i> ow. . <i>(Good love). (Good love). (Good love)</i> All I need is love. <i>(Good love)</i> All I want is love. <i>(Good love)</i> Lovin' early in the morning now. <i>(Good love)</i> Lovin' late at night now. <i>(Good love)</i> Love<comma> love. <i>(Good love)</i> Love<comma> love<comma> love<comma> love<comma> love,happy.
One of us . Won't last the night . Between you and me<comma> it's no surprise. There's two of us<comma> . Both can't be right. Neither will move till it's over. . I'm the center of attention in the walls inside my head. And no one will ever know it if I keep my mouth shut tight. . My own little world is what I deserve. 'Cause I am the only child there is. I'm king of it all<comma> the belle of the ball. I promise I've always been like this. Forever the first<comma> my bubble can't burst. It's almost like only I exist. Where everything's fine<comma> if I can keep my mouth shut tight...tight...tight. . All by myself<comma> I'm so much better on my own. And way out there<comma> it is the same old place that it always has been. . I'm the center of attention in the walls inside my head. And no one will ever know it if I keep my mouth shut tight..tight...tight. . My own little world is what I deserve. 'Cause I am the only child there is. I'm king of it all<comma> the belle of the ball. I promise I've always been like this. Forever the first<comma> my bubble can't burst. It's almost like only I exist. Where everything's fine<comma> if I can keep my mouth shut tight...tight...tight. . One of us . Won't last the night . Between you and me<comma> it's no surprise. There's two of us<comma> . Both can't be right. Neither will move till it's over. . I'm the center of attention in the walls inside my head. And no one will ever know it if I keep my mouth shut tight. Yeah<comma> no one will ever notice if I keep my mouth shut tight...tight...tight. . My own little world is what I deserve. 'Cause I am the only child there is. I'm king of it all<comma> the belle of the ball. I promise I've always been like this. Forever the first<comma> my bubble can't burst. It's almost like only I exist. Where everything's fine<comma> if I can keep my mouth shut tight...tight...tight,happy.
Wop-bop-a-loo-mop alop-bom-bom. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Awop-bop-a-loo-mop alop bom bom. . I got a girl named Sue. She knows just what to do. I got a girl named Sue. She knows just what to do. . She rock to the east. She rock to the west. But she's the girl that I love the best. . Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Awop-bop-a-loo-mop alop bom bom. . I got a girl named Daisy. She almost drives me crazy. I got a girl named Daisy. She almost drives me crazy. . She knows how to love me. Yes indeed. Boy you don't know what she do to me. . Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti<comma> wooh. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Awop-bop-a-loo-mop<comma> ow. . Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Awop-bop-a-loo-mop alop bom bom. . I got a girl named Daisy. She almost drives me crazy. I got a girl named Daisy. She almost drives me crazy. . She knows how to love me. Yes indeed. Boy you don't know what she do to me. . Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti<comma> ooh. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Tutti Frutti<comma> oh rutti. Awop-bop-a-loo-mop alop bam boom,happy.
Tim: Hey<comma> Matt.. Matt: Yeah<comma> Tim?. Tim: Hey<comma> you talked to Mark lately?. Matt: Uh<comma> haven't really talked to him<comma> but he looks pretty<comma> uh<comma> down.. Tim: "He looks pretty<comma> uh<comma> down". Yeah<comma> well<comma> maybe we should cheer him up then.. Matt: What do you<comma> uh<comma> suppose we should do?. Tim: Well<comma> does he like butter tarts?. . I was lying on the grass of Sunday morning of last week. Indulging in my self-defeat. My mind was thugged<comma> all laced and bugged<comma> all twisted<comma> wrong and beat. A comfortable three feet deep. Now the fuzzy stare from not being there on a confusing morning week. Impaired my tribal lunar-speak. And of course you can't become if you only say what you would've done. So I missed a million miles of fun. . I know it's up for me. (If you steal my sunshine). Making sure I'm not in too deep. (If you steal my sunshine). Keeping versed and on my feet. (If you steal my sunshine). . Tim: Chad<comma> come here<comma> come here<comma> come here!. Chad: Wow<comma> look at her!. Tim: I know!. Chad: Wow<comma> I've never seen Sharon look so bad before.. Tim: I did once before<comma> but this is pretty bad.. Chad: Yeah<comma> what do you think she got up to last night?. Tim: Well<comma> I--Sharon... I love you!. . I was frying on the bench slide in the park across the street. L-A-T-E-R that week. My sticky paws were into making straws out of big fat slurpy treats. An incredible eight foot heap. Now the funny glare to pay a gleaming tear in a staring under heat. Involved an under usual feat. And I'm not only among but I invite you all to come. So I missed a million miles of fun. . I know it's up for me. (If you steal my sunshine). Making sure I'm not in too deep. (If you steal my sunshine). Keeping versed and on my feet. (If you steal my sunshine). . I know it's done for me. (If you steal my sunshine). Not as some and hard to see. (If you steal my sunshine). Keeping dumb and built to beat. (If you steal my sunshine). . My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine). My sunshine (If you steal my sunshine),happy.
Once I had a love and it was a gas. Soon turned out had a heart of glass. Seemed like the real thing<comma> only to find. Mucho mistrust<comma> love's gone behind. . Once I had a love and it was divine. Soon found out I was losin' my mind. Seemed like the real thing<comma> but I was so blind. Mucho mistrust<comma> love's gone behind. . In between . What I find is pleasin' and I'm feelin' fine . Love is so confusing<comma> there's no peace of mind. If I fear I'm losin' you<comma> it's just no good . You teasin' like you do. . Once I had a love and it was a gas. Soon turned out had a heart of glass. Seemed like the real thing<comma> only to find. Mucho mistrust<comma> love's gone behind. . Lost inside . Adorable illusion and I cannot hide. I'm the one you're usin'<comma> please don't push me aside. We could've made it cruisin'<comma> yeah. . La-la-la. La-la-la-la-la-la-la-la-la-la-la-la. La-la-la-la-la-la-la-la-la-la-la-la. La-la-la-la-la-la-la<comma> yeah<comma> ridin' high. On love's true bluish lie. . Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh. . Once I had a love and it was a gas. Soon turned out to be a pain in the ass. Seemed like the real thing<comma> only to find. Mucho mistrust<comma> love's gone behind. . Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh. Ooh-ooh-ooh<comma> oh-oh,happy.
As the descent began I got the distinct impression. Lake Michigan had been frozen for decades. I conducted the warmth from my metronome sternum. To our massive jetting vessel billowing plumes of spent fuel. . The tundra under us cracked and ruptured. To reveal palisades. Made of blades of gray<comma> gray bristling grass. And papulose lichen. I was so frightened. As my grip on you tightened. Your skin got slicker. . I am a deserted bus depot. Though our approach suggested. An American hazy sea. Like the one I found inside. After driving you home once. Still half high. . I-90 through utter desolation. I sense evil at the heart of each far flung well lighted home. I close my eyes and see cellar stairways. Vermiculated with delicate animal bone. . Musty rooms house racks of fur jackets. Spattered with plasma. On a bus in Indiana. I called you and screamed. Under ceaseless patterns of weeping light,happy.
When I was a lad<comma> I was a little bit shy.. Something came along and caught my eye.. When I heard the jazz band strike up<comma>. I swear<comma> I had my mind made up.. Now I'm getting older. Everything is in full swing.. Now I'm getting bolder. Man<comma> I've got to do that thing.. . I used to walk along with the rest. Now I've got something all my own. Now you've got a little something new.. Broke away<comma> somehow.. That's why I'm swinging it. I've got my own thing now!. . Children put away your toys. All your little children's games.. Let the jazz band make some noise. Step up ladies and watch out boys.. 'Mirror on the wall<comma>. who's the hot band in the hall?'. Let everybody sing. Get on out there and do your thing.,happy.
I'm feeling rough<comma> I'm feeling raw<comma> I'm in the prime of my life. Let's make some music<comma> make some money<comma> find some models for wives. I'll move to Paris<comma> shoot some heroin and fuck with the stars. You man the island and the cocaine<comma> and the elegant cars. This is our decision to live fast and die young. We've got the vision<comma> now let's have some fun. Yeah<comma> it's overwhelming but what else can we do?. Get jobs in offices and wake up for the morning commute?. . Forget about our mothers and our friends. We're fated to pretend<comma> to pretend. We're fated to pretend<comma> to pretend. . I'll miss the playgrounds and the animals and digging up worms. I'll miss the comfort of my mother and the weight of the world. I'll miss my sister<comma> miss my father<comma> miss my dog and my home. Yeah<comma> I'll miss the boredom and the freedom and the time spent alone. But there is really nothing<comma> nothing we can do. Love must be forgotten<comma> life can always start up anew. The models will have children<comma> we'll get a divorce. We'll find some more models<comma> everything must run it's course. . We'll choke on our vomit and that will be the end. We were fated to pretend<comma> to pretend. We're fated to pretend<comma> to pretend. . I said<comma> yeah-yeah-yeah<comma> yeah-yeah-yeah. Yeah-yeah-yeah<comma> yeah-yeah-yeah,happy.
Eu quis cantar. Minha canção iluminada de sol. Soltei os panos sobre os mastros no ar. Soltei os tigres e os leões nos quintais. Mas as pessoas na sala de jantar. São ocupadas em nascer e morrer. . Mandei fazer de puro aço. luminoso um punhal. Para matar o meu amor e matei. Às cinco horas na avenida Central. Mas as pessoas na sala de jantar. São ocupadas em nascer e morrer. . Mandei plantar. Folhas de sonho no jardim do solar. As folhas sabem procurar pelo sol. E as raízes procurar<comma> procurar. Mas as pessoas na sala de jantar. Essas pessoas na sala de jantar. São as pessoas da sala de jantar. Mas as pessoas na sala de jantar. São ocupadas em nascer e morrer. . Essas pessoas na sala de jantar. Essas pessoas na sala de jantar. Essas pessoas na sala de jantar. Essas pessoas,happy.
I've been rappin' for about seventeen years<comma> okay? . I don't write my stuff anymore. . I just kick it from my head<comma> you know what I'm saying? . I can do that. No disrepect<comma> but that's how I am.,happy.
