You're hanging high on my wall. You're wearing nothing at all. . I want to be in your photos from last night. I want to be in your photos from last night. . When you make out with your girls at the door. I think it works for me. . When you pass out on the bathroom floor. I think it works for me,0.037827,0.146881,4.096486,1.034873,0.313009,-0.194678,-0.117615,0.078013,-0.092601,1.723784,3.154569,4.658599,6.772594,0.536947,0.566845,0.487615,0.428333,0.39993,0.401858,0.268429,0.126753,0.2967,0.475678,2.575275,0.293148,1.482943,2.408339,2.139187,3.000185,0.202759,0.219475,0.19638,0.066588,0.076064,0.071517,5.530138,0.727774,0.42661,0.307412,0.237749,0.196571,0.00027,0.171188,0.327556,0.104791,0.106501,0.026133,0.074788,0.127096,0.244512,0.605575,0.096922,0.414379,1.168742,0.026899,0.035229,0.048892,0.082378,14758.778365,111.947334,69.184035,135.633563,1.009631,74.66455,5.268289,1.445959,0.691776,0.948368,0.901035,0.097642,58.48421,5.338953,269.9569,0.955671,0.021607,0.051041,0.372039,0.000252,0.010175,3694.582,0.469879,0,0.874168,0.093172,0,0.110072,0.002943,405.956,91930.07,0.040382,0.000004,0.033755,0.368389,2.521251,8.785038,-8.899626,-8.905639,2.0619,-11.70439,3.737275,-0.505117,-32.65133,-2.447503,2.061931,-12.79271,21.46104,2.73077,14.91741,16.32389,0.00484,0.064612,0.12281,0.311146,0.633309,46.3376,5.862009,-0.916858,-0.001127,4.403446,1.248115,1.148744,2920,0.000347,0.195747,4.437861,0.000589,-0.000002,8.891958,energetic
Darlin'. Chains of love wont set me free. Chains of love wont let me be. . Try to get up in he mornin'. But i just cant make it. Youve got a spell on me. And i just cant break it. Got to love on my backside. And i just cant shake it. If you dont help me baby. I know i cant make it. . Coz im suffering from the heartache. Hey Hey. . Chains of love wont set me free. Chains of love wont let me be. . When had your sweet love baby<comma>. i treated you so bad. But you were so sweet an so kind. Just give back these chains of mine. Your sweet love baby!. . Chains of love wont set me free. Chains of love wont let me be. . Cant get to sleep at night. Thinking about you. There is a voice in my soul babe. Says i cant go on without you. Since ive lost your sweet love baby. Everythings gone wrong. But your sweet memory. With all the love on!. . Coz i got Hartache. Hey Hey. . Chains of love wont set me free. Chains of love wont let me be. Baby<comma> Got to<comma> Got to<comma> Got to break free baby. These chains of love baby!. Whooo!. Chains of love!. Chains of love!,0.066723,0.160741,2.983653,0.008962,0.455076,0.519566,0.075827,0.433495,0.311124,1.89042,3.304858,4.646356,7.241899,0.585356,0.562657,0.489752,0.457203,0.49673,0.370651,0.152998,0.171671,0.34572,0.493762,2.544008,0.283524,1.602846,1.731467,2.114103,2.967149,0.219816,0.233431,0.207041,0.051904,0.044033,0.054231,4.93479,0.516851,0.525397,0.444817,0.290204,0.191051,0.000177,0.173361,0.297524,0.096977,0.103471,0.026503,0.074492,0.123509,0.240572,0.211678,0.071754,0.444551,0.84613,0.023155,0.033552,0.045576,0.079306,20950.462204,62.22252,39.7071,86.17533,1.004301,89.24773,5.988419,1.507359,0.646648,1.366558,0.897745,0.081004,35.98466,5.349907,131.1557,0.422646,0.008306,0.024626,0.144231,0.000055,0.010952,2698.061,0.256515,0,0.994674,0.119474,0,0.005301,0.002712,709.4472,114403.2,0.063206,0,0.063015,0.664944,2.960302,-5.565116,-11.8086,-11.88236,-1.714967,-10.71477,2.47747,0.533883,-17.44007,-3.439858,0.73167,-13.61597,17.56929,-0.685241,11.10978,16.42313,0.016939,0.102257,0.138468,0.301877,1.431425,22.8391,6.082644,0.303991,-0.002255,3.909687,0.947703,1.01626,1693,0.005376,0.045373,3.272298,-0.003383,0,5.424561,energetic
Happiness. More or less. It's just a change in me. Something in my liberty. Oh<comma> my<comma> my. Happiness. Coming and going. I watch you look at me. Watch my fever growing. I know just where I am. . But how many corners do I have to turn?[...]. . <i>Unfortunately<comma> we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then<comma> how about a <a href="/Special:Random" title="Special:Random">random page</a>?</i><p>[<span style="font-size:80%; line-height:100%; color:black;"><a href="/LyricWiki:Job_Exchange" title="LyricWiki:Job Exchange">I want to edit metadata</a></span>]. </p>,0.033609,0.06322,6.187228,0.118509,0.086278,-0.10631,-0.210649,0.131708,0.190146,1.891408,3.368246,5.517028,7.800786,0.574241,0.586606,0.474351,0.353989,0.37132,0.35551,0.252597,0.146494,0.264294,0.427263,2.581406,0.286858,1.508119,2.379551,3.651129,3.80045,0.212315,0.192563,0.178878,0.0561,0.057199,0.070215,5.628296,0.858298,0.446146,0.316751,0.222441,0.273585,0.000105,0.168482,0.289652,0.096395,0.111271,0.02176,0.068738,0.120629,0.244133,0.460694,0.05911,0.457206,1.89738,0.029247,0.028409,0.039422,0.075689,9704.30227,37.715991,21.43997,42.043971,1.004532,82.6866,4.773974,1.295503,0.71972,1.098331,0.899945,0.169786,204.832,6.631096,190.1053,0.840977,0.015282,0.032213,0.248766,0.00017,0.009482,19125.3,0.452915,0,0.820906,0.105898,0,0.147118,0.00376,393.182,50648.14,0.015914,0.000005,0.008813,3.383278,20.16478,3.429476,-4.313413,-2.242432,-1.969754,-16.91789,2.505101,-1.799626,-16.64003,-1.562922,-0.694513,-12.25399,14.84914,2.844599,12.43448,14.20759,0.009679,0.053708,0.136963,0.348437,1.158708,11.74036,32.34764,-1.135006,0.003269,4.497364,0.590986,0.605429,2851,0.006811,0.007573,3.053948,0.003734,0.000001,30.8246,energetic
I'm feeling rough<comma> I'm feeling raw<comma> I'm in the prime of my life. Let's make some music<comma> make some money<comma> find some models for wives. I'll move to Paris<comma> shoot some heroin and fuck with the stars. You man the island and the cocaine<comma> and the elegant cars. This is our decision to live fast and die young. We've got the vision<comma> now let's have some fun. Yeah<comma> it's overwhelming but what else can we do?. Get jobs in offices and wake up for the morning commute?. . Forget about our mothers and our friends. We're fated to pretend<comma> to pretend. We're fated to pretend<comma> to pretend. . I'll miss the playgrounds and the animals and digging up worms. I'll miss the comfort of my mother and the weight of the world. I'll miss my sister<comma> miss my father<comma> miss my dog and my home. Yeah<comma> I'll miss the boredom and the freedom and the time spent alone. But there is really nothing<comma> nothing we can do. Love must be forgotten<comma> life can always start up anew. The models will have children<comma> we'll get a divorce. We'll find some more models<comma> everything must run it's course. . We'll choke on our vomit and that will be the end. We were fated to pretend<comma> to pretend. We're fated to pretend<comma> to pretend. . I said<comma> yeah-yeah-yeah<comma> yeah-yeah-yeah. Yeah-yeah-yeah<comma> yeah-yeah-yeah,0.070677,0.183472,3.106759,-0.118158,0.39308,0.126895,0.426148,0.103506,0.172228,1.95447,3.025803,3.842861,5.699671,0.615687,0.601298,0.545729,0.512002,0.486575,0.477799,0.293385,0.168224,0.358947,0.512771,2.580092,0.287919,1.103734,2.006037,2.310491,2.121522,0.221233,0.204074,0.200282,0.049745,0.066754,0.074883,4.950484,0.583322,0.350689,0.177794,0.256334,0.149171,0.000238,0.175675,0.256185,0.105212,0.09098,0.025665,0.076261,0.125683,0.244889,0.173572,0.070885,0.302037,0.658545,0.027341,0.035502,0.046775,0.079522,21690.957721,54.332811,81.718183,73.514607,1.004049,87.63715,5.947103,1.508461,0.674651,1.262068,0.905132,0.135931,68.49511,5.293146,94.53225,0.695824,0.016705,0.016439,0.10347,0.000047,0.013074,4643.668,0.311943,0,0.816245,0.120818,0,0.150089,0.00427,779.5727,231754.8,0.068511,0.000002,0.065236,0.765081,3.207464,-5.542301,-11.94267,-11.34972,-2.948554,-11.78567,2.937413,-0.242708,-10.91678,-0.389258,-2.121805,-17.46904,14.54916,-4.826458,8.634776,11.96569,0.013914,0.109592,0.134546,0.246316,1.666083,183.7052,4.838207,-0.688853,0.000979,3.473856,0.81571,1.011511,1455,-0.005077,-0.081054,3.220645,0.001695,0,4.56409,energetic
Oh go-oh-ohd how did i get here<comma> i do not know. I just woke up at this strange show. This woman's clearly out of her mind. She's covered in sh!t and high as a kite. . La la la la la<comma> la la la la la. la la la la la<comma> la la la. . Don't have no phone<comma> no numbers by heart. Hope that my husband has had a head start. Don't tell my father<comma> don't tell my mother. They'd die to claim me<comma> way too fun was their daughter. . Oh in these stairs a holding cell. Soon i'll be in county jail. In the stairs your holding cell. Soon i'll be in county jail. . someone tell my baby. Or else anekatips he won't know i need saving. (repeat). . la la la la la<comma> la la la la la. la la la la la<comma> la la la. . in these stairs a holding cell. soon i'll be in county jail. (repeat). . someone tell my baby. Or else he won't know i need saving. (repeat). . someone tell my baby. Or else he won't know i need saving. (repeat),0.101192,0.235399,3.119771,-0.934852,-0.16818,-0.110681,0.135155,0.703194,0.973186,1.818783,3.558129,4.783253,6.392936,0.560946,0.57053,0.42184,0.460255,0.469595,0.417733,0.25191,0.215938,0.329282,0.51975,2.565588,0.292577,1.362515,2.083056,2.178577,2.580723,0.2144,0.195288,0.188257,0.052023,0.060175,0.071122,4.825341,0.546476,0.31799,0.357115,0.184174,0.295268,0.000176,0.187817,0.387521,0.103406,0.090847,0.031469,0.073025,0.125643,0.23988,0.232188,0.081691,0.364819,0.755623,0.018271,0.034732,0.044413,0.076598,19834.627802,68.640008,53.619648,44.068653,1.004153,104.0495,6.527952,1.539404,0.551916,1.189201,0.897485,0.159251,59.40848,5.437068,75.38217,0.439239,0.009502,0.008101,0.047702,0.000079,0.020246,2033.284,0.216547,0,0.706392,0.098212,0,0.207541,0.005212,1142.865,131933.2,0.070067,0.000004,0.06428,0.21672,3.530714,-5.150232,-12.6941,-12.60555,-7.843205,-10.31477,3.444329,1.28846,-10.36362,4.174316,-0.488355,-18.23115,17.12419,-2.312891,11.91938,18.59841,0.016939,0.137393,0.144868,0.335008,0.907174,19.87513,5.027129,-0.89128,-0.001631,4.022973,0.673472,0.926164,1641,0.000101,-0.001351,3.544105,0.002693,0.000005,6.19466,energetic
Break your happy home. Learn to sing alone . To the music<comma> to the music . Clap your hands and shake . On a summer's day . To the music<comma> to the music . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm gonna dance with somebody . . When you're all alone . We become your home. We're the music<comma> we're the music. When your love's away . And you feel betrayed . We're the music<comma> sweet music! . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance. . (Dance)<comma> dance. Dance<comma> dance. Dance<comma> dance. Dance<comma> (dance) (x10). Yaaaaaaaaaaaaah. . Ooooooooooooooh. Ooooooooooooooh. . Yeah. I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance . . I'm falling in love with your favorite song . I'm gonna sing it all night long . I'm gonna dance with somebody . Dance with somebody . Dance<comma> dance<comma> dance,0.027657,0.102097,5.165808,-0.466777,0.483786,0.330903,0.080618,0.265524,0.36848,1.908353,3.626761,5.374807,6.203705,0.522023,0.557161,0.457937,0.422138,0.451952,0.409421,0.341546,0.131883,0.306067,0.446114,2.570524,0.285862,1.612337,2.11761,2.000747,2.410875,0.221735,0.201639,0.208378,0.079566,0.082183,0.075339,5.766667,1.023113,0.295708,0.286408,0.304024,0.243588,0.000168,0.175898,0.386961,0.103686,0.090384,0.029793,0.068291,0.122511,0.242314,0.431532,0.059199,1.072863,1.481811,0.027939,0.031311,0.04154,0.069145,14109.836253,68.19349,50.723397,110.159808,1.008169,68.04236,4.481741,1.315153,0.825521,1.063325,0.899341,0.089496,43.85755,5.868628,147.0883,1.003039,0.024996,0.087371,0.305832,0.000201,0.012476,2048.563,0.492516,0,0.935419,0.116887,0,0.06045,0.003152,324.4202,32055.16,0.025431,0.000005,0.01758,0.456199,2.091421,3.795217,-6.207495,-3.927558,-2.407443,-9.692392,3.404838,5.304641,-12.53169,0.909227,0.2549,-18.53557,25.34383,1.423818,9.282318,10.666,0.005445,0.05102,0.136325,0.371511,0.490426,6.700487,8.827384,-1.130815,0.005488,3.103971,0.802197,1.027893,687,-0.006513,0.031323,3.457564,-0.000044,-0.000005,5.561328,energetic
If he was from Venus<comma> would he feed us with a spoon?. If he was from Mars<comma> wouldn't that be cool?. Standing right on campus<comma> would he stamp us in a file?. Hangin' down in Memphis all the while.. . Children by the million sing for Alex Chilton when he comes 'round. They sing "I'm in love. What's that song?. I'm in love with that song.". . Cerebral rape and pillage in a village of his choice.. Invisible man who can sing in a visible voice.. Feeling like a hundred bucks<comma> exchanging good lucks face to face.. Checkin' his stash by the trash at St. Mark's place.. . Children by the million sing for Alex Chilton when he comes 'round. They sing "I'm in love. What's that song?. I'm in love with that song.". . I never travel far without a little Big Star. . Runnin' 'round the house<comma> Mickey Mouse and the Tarot cards.. Falling asleep with a flop-pop video on.. If he was from Venus<comma> would he meet us on the moon?. If he died in Memphis<comma> then that'd be cool<comma> babe. . Children by the million wait for Alex Chilton when he come around. They sing "I'm in love. What's that song?. I'm in love with that song.". I'm in love. What's that song?. I'm in love with that song.. I'm in love. What's that song?. I'm in love with that song.,0.074477,0.182737,3.726567,-0.303716,-0.431298,-0.049282,0.078268,0.019994,0.102747,1.760726,3.581007,4.049643,5.9521,0.625766,0.622919,0.455843,0.512782,0.480076,0.44125,0.285753,0.200333,0.323395,0.477568,2.575845,0.285663,1.308438,1.599646,1.98658,2.270327,0.213102,0.201286,0.196749,0.046828,0.057858,0.070688,5.676427,0.763604,0.429488,0.317476,0.198939,0.172393,0.000014,0.185533,0.327129,0.097564,0.085482,0.026722,0.078278,0.127149,0.244356,0.280631,0.08954,0.373139,0.674088,0.030635,0.03087,0.04088,0.07999,8931.511514,32.403288,25.638822,20.321371,1.005204,91.34583,5.941724,1.493781,0.623693,1.16472,0.903929,0.120039,43.70292,5.412746,127.2796,0.613153,0.011404,0.009787,0.087382,0.000083,0.014368,2111.557,0.209655,0,0.960053,0.119071,0,0.038377,0.003044,854.9031,197018.3,0.018308,0.000002,0.015873,1.85577,10.79421,-3.197385,-11.13517,-9.357878,-4.5427,-12.5756,2.885364,1.728141,-16.10578,2.507113,2.777085,-12.39473,14.67934,0.058341,12.61283,15.01586,0.020569,0.11329,0.127227,0.297255,1.265699,9.485226,9.297842,-1.188979,0.000626,4.914562,0.788403,0.827685,2709,0.001096,-0.035018,3.339951,0.000589,0.000002,8.252502,energetic
Stand in line as we march to the drums of the east<comma>. Paralyzed and possessed by crusaders deceased<comma>. Lost to the sirens that call from the turbulent tide<comma>. Bound by the science that lives on the lips of the wise.... . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!. . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!. . Stand aside as they bow to the call of the beast<comma>. Tantalized and seduced by the demons released<comma>. Cast to the ground by the whim of the merciless sky. Born to the fire that burns in the all-seeing eye.... . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!. . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!. . The beating of a million drums.... The fire of a million guns.... The mother of a million sons.... Civilization.. . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!. . The beating of a million drums<comma>. The fire of a million guns<comma>. The mother of a million sons<comma>. Civilization!,0.111826,0.255451,1.743032,0.123815,0.380131,0.141992,0.148376,0.180388,-0.148606,1.908779,3.501259,4.73624,6.781923,0.567299,0.576356,0.460219,0.416253,0.416504,0.421222,0.231889,0.19298,0.370833,0.526736,2.568298,0.2839,1.551224,2.471151,2.353272,2.804956,0.224,0.207087,0.202286,0.057132,0.065006,0.072,9.580691,1.333459,0.79081,0.56498,0.378554,0.312385,0.000109,0.196443,0.319513,0.102311,0.120016,0.035895,0.082446,0.138023,0.246665,0.570834,0.109446,0.315834,1.012315,0.021399,0.035097,0.049429,0.084303,8942.605934,9.413294,16.888766,18.355861,1.00301,95.27518,6.946262,1.703366,0.495807,1.02643,0.896781,0.123222,38.29503,4.588288,1504.192,2.203981,0.028073,0.007619,0.401301,0.000181,0.018885,1279.653,2.354506,0,0.743675,0.060585,0,0.190749,0.002821,1247.362,1610206,0.027928,0.000003,0.023304,-0.668934,2.239542,-7.573495,-15.57642,-16.93703,-1.056772,-23.70091,3.134761,1.219419,-32.78219,0.33824,3.188715,-23.69516,33.92395,0.010945,11.41234,26.69023,0.027223,0.159653,0.139139,0.285595,1.183957,144.1318,16.35885,-0.60676,0.000971,6.6923,1.080087,1.037709,337,0.001463,0.010686,3.028171,-0.003524,0.000007,12.39633,energetic
Clean shirt<comma> new shoes. And I don't know where I am goin' to. Silk suit<comma> black tie. I don't need a reason why. They come runnin' just as fast as they can. 'Cause every girl crazy 'bout a sharp dressed man. . Gold watch<comma> diamond ring. I ain't missin' not a single thing. Cufflinks<comma> stick pin. When I step out I'm gonna do you in. They come runnin' just as fast as they can. 'Cause every girl crazy 'bout a sharp dressed man. . Top coat<comma> top hat. Well<comma> I don't worry 'cause my wallet's fat. Black shades<comma> white gloves. Lookin' sharp and lookin' for love. They come runnin' just as fast as they can. 'Cause every girl crazy 'bout a sharp dressed man,0.080269,0.211513,2.775551,0.601771,0.119738,-0.172382,0.254255,0.041156,0.014421,1.845006,3.274875,4.23309,5.995377,0.597159,0.589107,0.50072,0.48276,0.470572,0.452799,0.293548,0.177246,0.339095,0.522111,2.584589,0.280598,1.396004,1.977353,2.255478,2.278188,0.215372,0.216779,0.202382,0.053058,0.058744,0.063652,5.324709,0.579309,0.835039,0.29492,0.321331,0.286777,0.0001,0.174433,0.348762,0.103641,0.104264,0.028636,0.080571,0.129283,0.242813,0.35141,0.081348,0.568353,0.779239,0.027832,0.034273,0.0461,0.085083,12814.420129,56.895326,53.993716,88.569349,1.007242,85.63054,6.144676,1.567982,0.565449,1.012465,0.897807,0.114744,46.50729,4.851101,147.2279,0.542141,0.010418,0.009596,0.299055,0.000122,0.013751,2113.63,0.309187,0,0.851531,0.10158,0,0.12651,0.004511,889.7131,221840.8,0.038357,0.000001,0.036943,0.804371,4.222123,-5.940222,-13.05013,-12.81827,-1.523492,-27.49471,3.764678,-3.629723,-21.02278,1.467445,0.956568,-17.67203,21.30195,-1.24139,10.82845,15.69215,0.022989,0.125639,0.138452,0.279702,1.473096,25.65619,5.94904,-0.622955,-0.000549,4.049566,0.88331,1.068915,1344,-0.004503,-0.199361,3.935413,-0.00043,-0.000001,6.383998,energetic
Gonna be a blackout . Gonna nail me a black curtain up good an' tight . Gonna do what my air raid man says is right . I'm gonna pull down my shade an' turn out my light . There's gonna be a blackout tonight . . Cause my town is big and my town is bright . My town can work and my town can fight . So don't strike no light and don't cause a red . There's gonna be a blackout tonight . . Gonna be a blackout<comma> blackout tonight . Gonna be a blackout . Gonna do what my air raid man says is right . Blackout tonight . Pull down my shade an' turn out the light . . Lights will go out all over town . And the air raid warden will walk up and down . It's part of the war<comma> I'm gonna do right . There's gonna be a blackout tonight . . Gonna be a blackout<comma> blackout tonight . Gonna be a blackout<comma> gonna be a blockout. Gonna do what my air raid man says is right . Blackout tonight . Pull down my shade an' turn out the light. . my town is big and my town is bright. My town can work and my town can fight. . Lights will go out all over town . And the air raid warden will walk up and down . It's part of the war<comma> I'm gonna do right . There's gonna be a blackout tonight. . Gonna be a blackout<comma> blackout tonight . Gonna be a blackout<comma> gonna be a blockout. Gonna do what my air raid man says is right . Blackout tonight . Pull down my shade an' turn out the light,0.089051,0.218678,2.976047,-0.495524,-0.480641,0.278803,0.48548,0.375638,-0.025324,1.758368,3.013195,4.029893,7.159805,0.633609,0.62434,0.524806,0.524659,0.503396,0.345177,0.254034,0.211967,0.330972,0.504794,2.560264,0.290833,1.145733,1.600368,1.843972,2.784343,0.211141,0.208926,0.190163,0.039158,0.04902,0.066733,4.863174,0.517887,0.261282,0.234433,0.187054,0.230177,0.000312,0.187312,0.26776,0.094695,0.080539,0.028605,0.075225,0.123127,0.245382,0.249042,0.123939,0.223544,0.881864,0.031568,0.032479,0.046411,0.082106,22741.808117,55.739391,52.692423,49.756096,1.003241,93.86888,6.116222,1.513105,0.630471,1.220576,0.901991,0.135504,47.04994,5.314126,159.9492,0.261062,0.003793,0.008641,0.161897,0.000077,0.015199,3076.536,0.337195,0,0.942077,0.110317,0,0.054604,0.003029,941.6269,122733,0.070987,0.000005,0.063762,-0.279777,3.172104,-6.361362,-12.4621,-12.63477,-5.324518,-10.70858,3.074482,2.89749,-10.80413,3.11453,2.302912,-10.67029,14.81066,-2.066148,13.04524,24.75285,0.009679,0.125333,0.136132,0.23423,1.166752,1014.049,6.53879,-0.327803,-0.000955,3.446972,1.116484,1.244823,2891,0.001172,-0.069917,3.538478,0.00201,0.000004,3.901766,energetic
