Please forgive me. If I act a little strange. For I know not what I do.. Feels like lightning running through my veins. Everytime I look at you. Everytime I look at you. . Help me out here. All my words are falling short. And there's so much I want to say. Want to tell you just how good it feels. When you look at me that way. When you look at me that way. . Throw a stone and watch the ripples flow. Moving out across the bay. Like a stone I fall into your eyes. Deep into that mystery. Deep into some mystery. . I got half a mind to scream out loud. I got half a mind to die. So I won't ever have to lose you girl. Won't ever have to say goodbye. I won't ever have to lie. Won't ever have to say goodbye. . Whoa whoa whoa I. Whoa whoa whoa I. Whoa whoa whoa I. . Please forgive me. If I act a little strange. For I know not what I do. Feels like lightning running through my veins. Everytime I look at you. Everytime I look at you. Everytime I look at you. Everytime I look at you,0.052398,0.833293,1.387575,2.007744,0.417222,0.158046,0.031793,0.000102,0.464039,0.23156,0.184926,0.081421,0.268459,0.237781,0.331301,0.109509,0.141127,0.135581,0.121108,0.063854,0.272551,59.786416,59.456904,80.2144,5.127237,1.38708,0.71872,1.031834,0.902467,0.214742,135.5778,5.717236,400.6324,1.841514,0.03414,0.028947,0.245358,0.000102,0.018996,15067.02,0.750846,0,0.826232,0.108749,0,0.143669,0.005127,583.1913,134288.6,0.012779,1.467257,-6.431821,-0.390145,-4.092352,2.149197,0.002876,0.552026,4.557408,239,0.045573,0.000003,0.200416,-0.084868,0.001488,0.924377,0.00003,-0.000052,-0.155288,romantic
Earth angel<comma> earth angel. Will you be mine?. . My darling dear<comma>. Love you all the time.. I'm just a fool<comma>. A fool in love.... With you. . Earth angel<comma> earth angel. The one I adore<comma>. Love you forever<comma>. And ever more. . I'm just a fool<comma>. A fool in love. With you.. . I fell for you<comma>. And I knew. The vision of your loveliness. I hoped and I prayed. That someday<comma>. I'd be the vision. Of your happiness. . Earth angel<comma> earth angel<comma>. Please be mine. My darling dear<comma>. Love you all the time. I'm just a fool<comma>. A fool in love. With you. . I fell for you<comma>. And I knew. The vision of your loveliness. . I hope and I pray. That someday<comma>. I'd be the vision. Of your happiness. . Earth angel<comma> earth angel. Please be mine. My darling dear<comma>. Love you all the time. I'm just a fool<comma>. A fool in love.... . With you.,0.035849,1.629079,1.465162,2.430463,0.451394,0.14236,0.014271,0.000061,0.430903,0.211744,0.201172,0.07253,0.311034,0.244745,0.37031,0.135141,0.117032,0.12284,0.119063,0.05765,0.237805,26.561183,34.644781,72.09898,4.19503,1.234925,0.779718,0.92536,0.892994,0.096667,90.03429,6.622772,160.5259,0.608352,0.014371,0.091859,0.190522,0.000179,0.007611,5062.448,0.659376,0,0.996671,0.099797,0,0.00332,0.001761,384.7001,30430.53,0.005507,1.050142,-3.118485,-0.249633,-0.965344,1.224,0.000917,0.586779,8.175799,1640,0.030463,-0.000005,-0.002748,-0.071365,-0.001985,0.918326,-0.000015,-0.000013,-0.257082,romantic
Bad news<comma> bad news! . I heard you're packing to leave! . I come running right over. I just couldn't believe it. I couldn't believe i[...]. . <i>Unfortunately<comma> we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then<comma> how about a <a href="/Special:Random" title="Special:Random">random page</a>?</i><p>[<span style="font-size:80%; line-height:100%; color:black;"><a href="/LyricWiki:Job_Exchange" title="LyricWiki:Job Exchange">I want to edit metadata</a></span>]. </p>,0.034013,1.176877,1.497733,2.374761,0.400423,0.130366,0.025466,0.000395,0.391029,0.198025,0.202798,0.078413,0.47531,0.384293,0.433774,0.109506,0.135359,0.113188,0.114997,0.150977,0.207618,26.105901,17.139338,56.17953,3.503975,1.166386,0.806546,0.557445,0.876874,0.088935,133.4156,6.541514,208.2918,0.991671,0.039671,0.167077,0.189918,0.000291,0.006475,15698.9,2.14389,0,0.982024,0.098137,0,0.017665,0.002322,377.753,212688.1,0.010816,2.883659,-0.247239,-0.733102,2.256777,5.750204,0.00214,0.988043,5.258323,1829,0.017421,0.000005,0.139541,0.181856,0.000216,1.116783,0.000042,-0.000037,0.097576,romantic
Dos gardenias para ti. Con ellas quiero decir:. Te quiero<comma> te adoro<comma> mi vida. Ponles toda tu atención. Que seran tu corazón y el mio. . Dos gardenias para ti. Que tendrán todo el calor de un beso. De esos besos que te dí. Y que jamás te encontrarán. En el calor de otro querer. . A tu lado vivirán y se hablarán. Como cuando estás conmigo. Y hasta creerán que se diran:. Te quiero.. Pero si un atardecer. Las gardenias de mi amor se mueren. Es porque han adivinado. Que tu amor me ha traicionado. Porque existe otro querer. x 2,0.035258,0.823463,1.569135,2.577555,0.410659,0.130661,0.013176,0.000085,0.483281,0.243655,0.195217,0.104266,0.662462,0.405868,0.428356,0.129429,0.121319,0.112098,0.110245,0.069899,0.21449,0,13.510022,62.01411,3.684428,1.19722,0.780473,0.577829,0.873589,0.062548,43.93799,6.456382,349.5862,0.435867,0.009261,0.167356,0.109646,0.000316,0.005943,2257.926,1.105366,0,0.889481,0.102213,0,0.09837,0.003563,409.2239,45523.46,0.007944,1.397044,-1.822366,-0.358643,-3.272386,2.000365,0.000922,0.697688,5.393231,626,-0.091125,0.000013,-0.114427,0.305628,-0.003959,1.270128,-0.000028,0.00007,0.148715,romantic
One dove. You're the one I've been waiting for. Through the dark fall. The nightmares<comma> the lonely nights. . I was born. A curling fox in a hole. Hiding from danger. Scared to be alone. . One dove. To bring me some peace. In starlight<comma> you came from the other side. To offer me mercy<comma> mercy<comma> mercy. . One dove. I'm the one you've been waiting for. From your skin I am born again. I wasn't born yesterday. . You were old and hurt. I was longing to be free. I see things you were too tired. You were too scared to see. . One dove. To bring me some peace. In starlight<comma> you came from the other side. To offer me mercy<comma> mercy<comma> mercy. Mercy. . One dove. To bring me some peace. In starlight<comma> you came from the other side. To offer me mercy<comma> mercy<comma> mercy. . One dove. To bring me some peace. In starlight<comma> you came from the other side. To offer me mercy<comma> mercy<comma> mercy. Mercy. . Eyes open<comma> shut your eyes. Eyes open<comma> shut your eyes. Eyes open up,0.030856,1.631855,1.605895,2.304847,0.432135,0.111349,0.012761,0.000025,0.401076,0.20991,0.201684,0.076099,0.68666,0.555893,0.363362,0.147076,0.120386,0.089822,0.122722,0.11694,0.255138,0,7.230596,71.88882,3.953085,1.178645,0.920565,0.8072,0.865483,0.085576,77.44211,7.21489,1114.438,2.249815,0.033937,0.250834,0.22014,0.000651,0.008868,2603.274,1.586359,0,0.587217,0.091672,0,0.242555,0.006572,358.919,40072.54,0.004368,2.472404,-0.389297,-1.03323,-9.281378,3.674184,0.000625,0.486784,7.512211,667,-0.014428,0.000001,-0.390583,-0.056442,0.000514,0.981367,-0.000011,0.000082,0.514774,romantic
Spent my days with a woman unkind. Smoked my stuff and drank all my wine. Made up my mind to make a new start. Goin' to California with an achin' in[...]. . <i>Unfortunately<comma> we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then<comma> how about a <a href="/Special:Random" title="Special:Random">random page</a>?</i><p>[<span style="font-size:80%; line-height:100%; color:black;"><a href="/LyricWiki:Job_Exchange" title="LyricWiki:Job Exchange">I want to edit metadata</a></span>]. </p>,0.041903,1.478901,1.46928,2.434501,0.298246,0.145931,0.011848,0.000029,0.447741,0.221653,0.192773,0.076911,0.355731,0.250965,0.439649,0.114885,0.122612,0.101676,0.126461,0.066677,0.225418,12.025883,15.375594,58.68635,3.833611,1.25431,0.533345,0.443439,0.881935,0.124541,122.3629,5.571587,187.4829,0.342478,0.009045,0.056924,0.078063,0.0002,0.007305,6781.02,0.948839,0,0.938748,0.125887,0,0.057538,0.002443,477.8652,25607.11,0.004301,1.968709,-2.681493,-0.61797,-5.132809,3.973821,0.000668,0.419031,4.708479,142,-0.116927,-0.000007,0.151694,-0.37284,-0.000196,1.169942,-0.000004,-0.000101,0.171041,romantic
If you want a lover. I'll do anything you ask me to. And if you want another kind of love. I'll wear a mask for you. If you want a partner<comma> take my hand<comma> or. If you want to strike me down in anger. Here I stand. I'm your man. . If you want a boxer. I will step into the ring for you. And if you want a doctor. I'll examine every inch of you. If you want a driver<comma> climb inside. Or if you want to take me for a ride. You know you can. I'm your man. . Ah<comma> the moon's too bright. The chain's too tight. The beast won't go to sleep. I've been running through. These promises to you. That I made and I could not keep. . Ah<comma> but a man never got a woman back. Not by begging on his knees. Or I'd crawl to you baby. And I'd fall at your feet. And I'd howl at your beauty. Like a dog in heat. And I'd claw at your heart. And I'd tear at your sheet. I'd say please<comma> please. I'm your man. . And if you've got to sleep a moment on the road. I will steer for you. And if you want to work the street alone. I'll disappear for you. If you want a father for your child. Or only want to walk with me a while. Across the sand. I'm your man. . If you want a lover. I'll do anything that you ask me to. And if you want another kind of love. I'll wear a mask for you,0.047737,1.366328,1.438738,2.0754,0.429372,0.139184,0.040118,0.000021,0.44279,0.215763,0.188447,0.074217,0.527136,0.335089,0.310952,0.102294,0.110703,0.112063,0.095439,0.061674,0.2982,11.054887,14.004443,71.782,4.927006,1.398017,0.765184,0.912669,0.898161,0.084952,43.96636,5.55087,454.3049,1.32199,0.029603,0.043082,0.267742,0.000148,0.006818,1928.088,1.434873,0,0.914115,0.104514,0,0.078561,0.003388,526.3124,266823.5,0.006113,2.470227,-7.945247,-0.763233,-0.408409,2.563844,0.001151,0.618859,4.120018,1997,0.097179,0.000001,-0.440552,-0.140611,0.001564,1.21194,0.000054,0.000087,-0.475413,romantic
Oh my friends I've. Begun to worry right. Where I should be grateful. I should be satisfied. . Oh my heart I. Would clap and dance in place. With my friends I have so. Much pleasure to embrace. . But my heart is. Returned to sister winter. But my heart is. As cold as ice. . Oh my thoughts I. Return to summer time. When I kissed your ankle. I kissed you through the night. . All my gifts I gave everything to you. Your strange imagination. You threw it all away. . Now my heart is. Returned to sister winter. Now my heart is. As cold as ice. . All my friends<comma> I've. Returned to sister winter. All my friends<comma> I. Apologise<comma> apologise. . All my friends<comma> I've. Returned to sister winter. All my friends<comma> I. Apologise<comma> apologise. . All my friends<comma> I've. Returned to sister winter. All my friends<comma> I. Apologise<comma> apologise. . La la la la la.... . And my friends<comma> I've. Returned to wish you all the best. And my friends<comma> I've. Returned to wish you all the best. And my friends<comma> I've. Returned to wish you all the best. And my friends<comma> I've. Returned to wish you a Happy Christmas. . To wish you a Happy Christmas. To wish you a Happy Christmas. To wish you a Happy Christmas,0.050896,0.663161,1.608192,2.583231,0.388281,0.123304,0.048189,0.000018,0.490707,0.250464,0.20792,0.089619,0.414791,0.326249,0.383823,0.156112,0.124228,0.129856,0.105613,0.087944,0.261558,0,8.674273,58.66706,3.782746,1.23963,0.841825,0.569553,0.874803,0.071347,60.96968,6.108701,379.7164,1.419469,0.060571,0.247667,0.09838,0.00039,0.004916,2691.964,2.029196,0,0.909454,0.140669,0,0.082402,0.002978,553.3089,484121.3,0.005585,2.523038,-5.781797,-0.848307,-5.055435,4.084623,0.000939,0.769926,4.855853,1602,-0.405637,0.000003,0.016338,-0.094422,-0.001362,1.190167,-0.000045,-0.000081,-0.025313,romantic
Ooooh mama mama mama<comma>. Why you don't like my man. Ooooh mama mama mama<comma>. Why can't you understand. . You say he's rough around the edges. He don't always act right. But when we're all alone. Don't you know he treats me right. . Now loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man. . Don't like the way he dresses. Or the cigarettes he smokes. Don't like the company he keeps. Or the color of his jokes. You say he ain't no good. He says he's rough and he is lazy. How can I explain. The way he drives me crazy. . Loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man. . Ooooh mama mama mama<comma>. Why you don't like my man. Ooooh mama mama mama<comma>. Why can't you understand. . Loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man,0.068949,1.141299,1.546073,2.462881,0.378327,0.170681,0.028586,0.000154,0.46007,0.228381,0.222092,0.082393,0.591025,0.426374,0.410962,0.124922,0.139422,0.147947,0.12347,0.059085,0.443928,16.566016,11.01271,66.2847,4.693882,1.412753,0.562149,0.447998,0.877881,0.044701,19.5705,4.676042,647.5358,2.037442,0.031228,0.061413,0.083124,0.000305,0.006734,796.1611,0.673055,0,0.286285,0.04224,0,0.204462,0.004949,757.5792,160811.1,0.019674,0.684463,-6.947134,0.107587,-2.546096,0.829351,0.002923,0.781953,5.030263,1087,-0.021349,-0.000003,0.206096,-0.024169,0.001214,1.497419,0.000099,-0.000054,-0.123157,romantic
Desperate in my sleep. like I had lost something. when I awoke I found. it was just a dream. Dusk was coming down. the house made no sound. funny how a dream. it can make you weak. . So I became the king. the king of all things weak. and I wrote this song. about all things I need. Will I have a house?. Will I be a star?. what will people think. if I didn't make it far?. Funny how a dream. it can make you weak. just a simple dream. it can make you weak. . Come back home Suzanne. 'cause it's getting bleak. your boy has become. the king of all things weak. Come back home Suzanne. come and make it okay. It was a simple dream I know. but it won't go away. it was a simple dream I know. but it won't go away. Funny how a dream. it can make you weak. just a simple dream. it can make you weak,0.058653,0.304968,1.545432,2.294033,0.453404,0.137217,0.056913,0.000115,0.374531,0.194875,0.158203,0.071768,0.464173,0.412142,0.420983,0.15946,0.102063,0.143771,0.160375,0.060309,0.203752,15.53892,22.30044,50.7307,3.869132,1.333463,0.745856,0.483021,0.887028,0.112715,128.1869,5.035826,570.5204,1.736859,0.062397,0.11144,0.278286,0.00022,0.007618,9045.208,2.620082,0,0.576565,0.076273,0,0.244301,0.005471,668.1216,609981.6,0.011306,2.382318,-4.170118,-0.904362,-7.055718,2.443406,0.00162,0.503014,6.049287,908,0.103045,-0.000007,0.492204,0.381869,0.000402,0.879412,0.000092,-0.00011,-0.314452,romantic
