I'm on a roll. I'm on a roll this time. I feel my luck could change. . Kill me Sarah. Kill me again with love. It's gonna be a glorious day. . Pull me out of the air crash. Pull me out of the lake. 'Cause I'm your superhero. We are standing on the edge. . Glorious day. Glorious day. . Pull me out of the air crash. Pull me out of the lake. 'Cause I'm your superhero. We are standing on the edge. . We are standing on the edge,sleepy.
Winter was an island<comma> child. Some of the friends. You had been gone a while. It's a dark twisted line across. You sear into the wild. . People are looking down you say. You can feel the beat of yesterday. On the street there was a big parade. And a family of four. . Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They will haunt you for a while. From the stars and from the sheets and ground. Oh-oh-oh-oh-oh-ound. From the ground. . You drank the days away you say. Today is the same as any other day. On the street there was a big parade. And a family of four. Victorian gentlemen. . They rap on the walls. When you're trying to sleep. And there's nothing you can say. To make them go away. To make them go away. To make them go. Oh-oh-oh-oh away. . Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They will haunt you for a while. From the stars and from the sheets and ground. From the ground. From the ground. From the ground. From the ground,sleepy.
<div class='lyricsbreak'></div>,sleepy.
Lay down in the tall grass. in a flat-bottom boat. Lay down and wait for you. with nothing but a piece of rope. Dreaming every night of you. Shaking at the sight. I'll be dreaming every night of you. I'll be shaking at the sight - of - you. . Will you beg for forgiveness?. Will you pray to be saved?. Will you choke your children when they spit in your face?. Dreaming every night of you. Shaking at the sight. I'll be dreaming every night of you. I'll be shaking at the sight. . I dreamt you found me out in a field. You tripped over my site. And you dug me out of this shallow grave. with your Swiss Army knife. And only you could revive me<comma> so badly decomposed. . I was bone white<comma> dry<comma> and scaly. but you still took me home. Dreaming every night of you. Shaking at the sight of you. I'll be dreaming every night of you. . And how could you be so serene?. Motivation unclear. In a late basement seance that brought us to tears. Dreaming every night of you. Shaking at the sight. Oh<comma> I'll be dreaming every night of you. I'll be shaking at the sight. . I dreamt you found me out in a field. You tripped over my site. and you dug me out of this shallow grave. with your Swiss Army knife. and only you could revive me<comma> so badly decomposed. . I was bore white<comma> dry<comma> and scaly. but you still took me home. Dreaming every night of you. Shaking at the sight of you. I'll be dreaming every night of you,sleepy.
<div class='lyricsbreak'></div>,sleepy.
I lose some sales and my boss won't be happy . But I can't stop listening to the sound . Of two soft voices rendered in perfection . From the reels of this record that I found . Every day there's a boy in the mirror . Asking me what are you doing here . Finding all my previous motives . Growing increasingly unclear . . I've travelled far and I've burned all the bridges . I believed as soon as I hit land. All the other options held before me . Will wither in the light of my plan . So I lose some sales and my boss won't be happy. But there's only one thing on my mind . Searching boxes underneath the counter . On a chance that on a tape I'd find . A song for . Someone who needs somewhere . To long for . . Homesick . Cause I no longer know . Where home is,sleepy.
I need some sleep.. I can't go on like this.. I try counting sheep<comma>. But there's one I always miss.. . Everyone says . I'm getting down too  low. Everyone says . You just gotta let it go. You just gotta let it go. You just gotta let it go. . I need some sleep. Time to put the old horse down. I'm in too deep. And the wheels keep spinnin' round. . Everyone says . I'm getting down too low. Everyone says . You just gotta let it go. You just gotta let it go. You just gotta let it go. . You just gotta let it go. You just gotta let it go. . Just gotta let it go,sleepy.
As she walks in the room<comma> scented and tall. Hesitating once more. And as I take on myself and the bitterness I felt. Realize that love flows. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?. . Through the glory of life<comma> I will scatter on the floor. Disappointed and sore. And in my thoughts I have bled for the riddles I've been fed. Another line moves over. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?,sleepy.
I never meant to go. I never meant to fall but I'm only gone. I never meant to go I'm only gone inside my own. Some day I'll wake you. Some times I'll wait for myself. Some day I'll hold you through. Tonight I'm alone to go high. Tonight I'm alone to go high. Tonight I'm alone to go. In state of confusion you made an illusion. State of confusion you made an illusion. It is exciting to be away. Feeling you all inside of me. I'm standing here but I'm really gone. You see me as I go. You've been precious to me. I've been blessed in the way. But Now I'm falling I'm inside,sleepy.
Watch out now<comma> take care. Beware of falling swingers. Dropping all around you. The pain that often mingles. In your fingertips. Beware of darkness. . Watch out now<comma> take care. Beware the thoughts that linger. Winding up inside your head. The hopelessness around you. In the dead of night. Beware of sadness. . It can hit you. It can hurt you. Make you sore. And what is more. That is not what. You are here for. . Watch out now<comma> take care. Beware of soft shoe shufflers. Dancing down the sidewalks. As each unconscious sufferer. Wanders aimlessly. Beware of Maya. . Watch out now<comma> take care. Beware of greedy leaders. They'll take you where you should not go. While weeping Atlas cedars. They just want to grow<comma> grow and grow. Beware of darkness,sleepy.
