Folks<comma> here's a story 'bout Minnie the Moocher . She was a red hot hoochie-coocher. She was the roughest toughest frail . But Minnie had a heart as big as a whale. . Hi de hi de hi de hi. Ho de ho de ho de ho. Hee de hee de hee de hee. Ho oo waooo waoooo. . She messed around with a bloke named Smokey . She loved him though he was cokey. He took her down to Chinatown and showed her . How to kick the gong around. . Hi-de-hi-de-hi-de-hi. Ho-whooooaaaa-ahhhh-ohh. He-de-he-de-hee-de-he. Ho-oh-ho-oh. . She had a dream about the king of Sweden. He gave her things<comma> that she was needin'. He gave her a home built of gold and steel . A diamond car<comma> with the puh-latinum wheels. . Hi-de-hi-de-hi-de-hi-de-hi-de-hi-de-hi. Ho-de-ho-de-ho-de-ho-de-ho-de-oh. Skeedle-a-booka-diki biki skeedly beeka gookity woop!. A-booriki-booriki-booriki Hoy!. . He gave her his town house and his racing horses. Each meal she ate was a dozen courses. She had a million dollars in nickels and dimes . She sat around and counted it all a million times. . Hi-de-hi-de-hi-de-hi. Ho-oh-whoaa-oh-oh-whoa. He-de-he-de-hee-de-hee. . Poor Min! Poor Min! Poo-oor Min,-0.103901,8.69009,3.112107,0.640689,0.934199,0.029076,0.066415,0.066009,0.101869,0.104881,81.12255,6.178005,1.612316,0.41153,0.524069,0.884075,0.106362,49.78186,4.280085,586.7565,2.299809,0.037431,0.027835,0.08048,0.000164,0.021093,4095.241,0.405124,0,0.870173,0.087834,0,0.113047,0.003371,1435.583,572718.2,-10.70727,0.340735,2.696129,1235,3.037865,-0.700012,4.071138,2306,-0.000015,-3.566173,-0.000006,5.006955,0.002959,-0.021335,0.000003,0.549829,jazzy
Are you for or against us. We are trying to get somewhere. Looking around for a helping hand. . We're doing our best to keep it steady. But it's falling down around us. Blows keep coming fast and strong. . I done found another fellow. He agrees with my direction. Arms around each others shoulders we go everywhere. . Are you in<comma> are you out. Are you in<comma> are you out. Are you in<comma> are you out. Are you in<comma> are you out. Do you care to dance about and shout. Join Jack and the boys. Be in a band. Doing a one night stand. . We'll be dancing in the floodlight. Second to none. Not even on a bad night. Dancing in the floodlight. Second to none. Not even on a bad night. . We'll succeed where others failed. Stay together many years. And watch us take the world by storm. . Are you in<comma> are you out. Do you care to dance about and shout. Join Jack and the boys. Be in a band. Doing the one night stands,0.928147,6.438026,3.896465,0.44859,0.847364,0.121479,0.079725,0.074533,0.077443,0.040279,80.7183,4.875517,1.333104,0.81034,1.24119,0.897743,0.141587,120.3442,6.28494,840.9202,1.640119,0.017319,0.061018,0.640534,0.000261,0.016333,14964.35,0.941782,0,0.971372,0.161862,0,0.027827,0.002143,452.5185,47185.26,2.925677,0.288603,2.84603,153,3.313575,-0.43314,3.626613,2368,0.000005,-3.275262,0,3.29634,-0.008823,-0.049404,-0.000001,0.236622,jazzy
Now you say you're lonely. Said you cried the whole night through. Well you can cry me a river. Cry me a river. 'Cause I cried a river over you. . Oohhh. Now you say you're sorry. For being so untrue. So what?. Just cry me a river. Cry me a river. I cried a river over you. . You drove me. (Bye-bye<comma> my love). You nearly drove me out of my head. (Bye-bye<comma> my love). While you never shed a tear. Remember?. I remember all you said. . Told me love was too plebeian. Told me you were through with me. And now you say you love me. Well<comma> just to prove you do. Go on and cry me a river. I'd like to see you cry me a river. 'Cause I'm tired of crying over. You,0.171115,7.620174,2.191528,0.444043,0.842947,0.115944,0.071509,0.06952,0.110987,0.069452,63.12561,4.131831,1.27716,0.696442,0.533504,0.884883,0.08237,62.60399,5.744202,269.4789,1.190951,0.035435,0.08991,0.082202,0.000331,0.006887,2593.409,0.769488,0,0.836884,0.082805,0,0.1366,0.002864,515.8002,194237.4,-7.491571,0.762519,4.676112,2330,3.234491,0.498148,3.385852,2888,-0.000003,-3.104476,-0.000004,4.085567,0.018029,0.262577,-0.000001,1.369015,jazzy
La madrugada estalla como una estátua . Como estátua de alas que se dispersan por la ciudad . Y el mediodía cánta campana de agua . Campana de agua de oro que nos prohibe la sóledad . Y la noche levanta su copa larga . Su larga copa larga<comma> luna temprana por sobre el mar . . Pero para María no hay madrugada<comma> . Pero para María no hay mediodía<comma> . Pero para María ninguna luna<comma> . Alza su copa roja sobre las aguas... . . María no tiene tiempo (María Landó) . De alzar los ojos . María de alzar los ojos (María Landó) . Rotos de sueño . María rotos de sueño (María Landó) . De andar sufriendo<comma> . María de andar sufriendo (María Landó) . Sólo trabaja . María sólo trabaja<comma> sólotrabaja<comma> sólo trabaja . María sólo trabaja . Y su trabajo es ajeno . . Pero para María no hay madrugada<comma> . Pero para María no hay mediodía<comma> . Pero para María ninguna luna<comma> . Alza su copa roja sobre las aguas . . María no tiene tiempo (María Landó) . De alzar los ojos . María de alzar los ojos (María Landó) . Rotos de sueño . María rotos de sueño (María Landó) . De andar sufriendo<comma> . María de andar sufriendo (María Landó) . Sólo trabaja . María sólo trabaja<comma> sólo trabaja<comma> sólo trabaja . Maria sólo trabaja . Y su trabajo es ajeno . . María Landó<comma> María Landó<comma> María Landó<comma> . María Landó sólo trabaja<comma> . María Landó sólo trabaja<comma> . María Landó . Sólo trabaja . María Landó . Sólo trabaja y su trabajo es ajeno...,1.747092,5.646268,5.177714,0.492379,0.804679,0.14897,0.074593,0.069845,0.106494,0.130424,55.55565,3.947788,1.246872,1.18535,0.685687,0.876117,0.031371,32.6795,6.016758,385.5137,1.710988,0.053988,0.465244,0.280395,0.000804,0.001848,1719.571,2.325371,0,0.917443,0.102155,0,0.075791,0.002261,364.9553,192425.3,6.296246,-0.134366,3.28689,1623,3.865005,0.050298,4.389174,227,0.000019,-5.092482,0.000006,4.219852,-0.002641,-0.038702,0.000002,0.479575,jazzy
(during intro). Everybody's feelin' fine. and I don't mind sayin'. I love that rhythm.. . Everybody's feelin' fine. and I love that rhythm.. . . . Voici la caravane . La caravane qui t'emmène . Swinger sur les bord de Scène . La caravane a qui t'emmène . De l'enfer au paradis ! . . Papadidam padidapadadam . Padida Padipadam . . Papadidam padidapadadam . Padida Papadam,2.505092,4.876461,3.31324,0.410371,0.854053,0.098485,0.064187,0.060869,0.060226,0.034761,106.6838,7.137543,1.619931,0.612824,1.761069,0.897193,0.055204,13.63463,5.425002,649.2035,1.236365,0.014603,0.022799,0.916986,0.000139,0.008754,402.1283,0.97559,0,0.981358,0.154832,0,0.018306,0.002526,894.9139,180251.9,8.772498,-1.443685,5.327465,2820,3.336632,-0.215893,3.034333,2825,-0.00001,-3.856129,0.000007,3.568336,-0.001896,0.168868,0,0.536682,jazzy
Oooh. . Can I stop my hobo wandering days<comma> now?. I guess I'll hang my tears out to dry. I seem to notice more and more every day<comma> now. You got my heartstrings breathing so right. I hang my coat high up on the hook now. I'll put my gloves down on the side. And I know that they will still be there when. I get those feelings need to run and go hide. . I'm getting lost in with you every day<comma> now. Or just sitting quietly side by side. Climbing towers and gtting mystery trains<comma> now. Making tea and settling down. Kites<comma> ice creams<comma> jumping jumping trampolines<comma> now. Waking up and I'll tell you last night's dream. Seeing things that no one else has<comma> seen now. You're pulling on my heart of silk and strings. . Can I stop my hobo wandering days<comma> now?. I guess I'll hang my tears out to dry. I seem to notice more and more every day<comma> now. You got my heartstrings breathing so right. I hang my coat high up on the hook now. I'll put my gloves down on the side. And I know that they will still be there when. I get those feelings need to run and go hide. . Ohhh,2.176627,5.810825,3.458716,0.507384,1.019191,0.103077,0.05909,0.062022,0.07967,0.038511,73.041,5.425224,1.492333,0.847038,1.030367,0.900726,0.055749,24.0341,5.141596,366.3555,1.265338,0.015416,0.070387,0.356619,0.000191,0.007293,561.0351,0.47137,0,0.8502,0.110905,0,0.127445,0.004266,546.343,134763.5,3.888774,-0.029317,2.585257,2614,2.977096,-0.200381,3.214458,2293,0.000001,-3.456676,0.000002,4.14774,0.003876,-0.152476,-0.000004,0.803184,jazzy
I went to school with 27 Jennifers. 16 Jenns<comma> 10 Jennies<comma> and then there was her. . It's the sweet shine of<comma>. Yeah<comma> force of divine love. The blessed arrival of you. . You might be the one that I've been seeking for. You might be the strange delightful. You might be the girly who shall end all girls. You might be the sweet unspiteful. . I rode the bus with 27 Jennifers. 16 Jenns<comma> 10 Jennies disapproved of her. . Yeah<comma> get from my sight<comma> man<comma>. Gladness is a blight<comma> and. Happiness stinks up the room,-0.392148,7.601086,2.967965,0.449499,0.781006,0.118819,0.077112,0.070236,0.059911,0.064393,87.31121,5.017959,1.340294,0.751807,1.176837,0.894045,0.065813,28.58073,6.35096,340.467,1.094909,0.022677,0.027157,0.181227,0.000216,0.008448,2142.01,0.646114,0,0.894141,0.1181,0,0.094716,0.003596,729.729,452086.4,-7.662165,0.589382,3.657116,637,3.204434,-0.179306,2.9653,2901,0.000016,-5.324916,0,4.527741,0.003878,-0.126932,0.000004,-0.055034,jazzy
Can't you see . I gotta be me. Ain't nobody . Just like this. I gotta be me. Baby hit or miss. . Sitting here . All by myself. Trying to be . Everybody else. . Can't you see I gotta be me. Ain't nobody just like this. I gotta be me. Baby hit or miss. . Look at you sitting there. All by yourself. Listening to everybody. Everybody saying be everybody else. . Can't you see. You gotta be thee. Aint nobody . Just like you. You gotta be you. Baby hit or miss. . Oh you see. I gotta be me. Ain't nobody. Just like this. I gotta be me. Baby hit or miss. . Sitting here. I'm all by myself. I'm trying to be . Everybody else. But now I see. I gotta be me. Ain't nobody. Just like this. I gotta be me. Baby hit or miss,0.948469,6.319336,5.009832,0.529296,0.745507,0.151592,0.067734,0.068979,0.118481,0.092367,57.54395,3.574767,1.153719,1.171584,0.853556,0.883183,0.042904,39.79175,6.750889,429.0712,0.863101,0.019366,0.292112,0.480344,0.000455,0.004966,3694.256,1.578773,0,0.926099,0.093825,0,0.068486,0.002378,232.2376,21336.33,1.678415,0.018782,3.674185,77,3.527477,-0.242356,4.515655,768,-0.000002,-4.741153,-0.000009,4.933057,-0.005794,-0.398302,0.000005,-0.062309,jazzy
The thrill is gone. The thrill is gone away. The thrill is gone baby. The thrill is gone away. You know you done me wrong baby. And you'll be sorry someday. . The thrill is gone. It's gone away from me. The thrill is gone baby. The thrill is gone away from me. Although<comma> I'll still live on. But so lonely I'll be. . The thrill is gone. It's gone away for good. The thrill is gone baby. It's gone away for good. Someday I know I'll be open armed baby. Just like I know a good man should. . You know I'm free<comma> free now baby. I'm free from your spell. Oh I'm free<comma> free<comma> free now. I'm free from your spell. And now that it's all over. All I can do is wish you well,0.246645,5.495012,4.317724,0.494755,0.810789,0.124356,0.064464,0.06691,0.145257,0.099226,63.32812,3.755793,1.17568,0.874779,0.768993,0.880932,0.05379,42.6282,6.73033,542.2685,1.669501,0.03817,0.196684,0.275263,0.00035,0.00388,2102.44,1.905747,0,0.856858,0.100462,0,0.122734,0.004297,401.6248,87970.68,-1.008375,-0.363937,2.742509,703,3.703571,0.777482,5.276232,2928,0.000002,-3.523265,-0.000003,5.120056,-0.000475,0.274798,0.000006,0.377522,jazzy
I keep on fear<comma> keep on loathing. Nothing brings it on I keep on falling. Decide what it is I can not find. It's subsides what you make it. Never feel like you're gonna break it. It's gonna be alright alright. Sleep until the morning comes. The sun will warm your soul. Sleep until the morning comes for you. Til the morning it's alright. I can walk into the sunlight<comma> into the day<comma> into the day<comma> to the day. I feel it falling<comma> nothing comes to my mind. Bring it on in a different tide. I feel alright<comma> alright. I feel strong<comma> i feel rigid. It's nothing to do with the vision. Oh feels so right<comma> so right. Sleep on tight<comma> sleep on tight. Sleep until the sunlight. Sleep until sunlight. Sleep on tight. Sleep on tight. Sleep on tight. Sleep on tight<comma> til the sunlight. Sleep on tight<comma> til the sunlight burns you happy. Til the sunlight burns you happy<comma> till the sunlight burns a happy hole in . Your heart<comma>. In your heart. In your heart...,0.921848,5.617657,2.492835,0.452933,0.862991,0.094848,0.072243,0.076123,0.059432,0.046924,55.5941,4.112012,1.326152,0.798861,0.549012,0.892652,0.077628,43.2867,5.430584,93.73229,0.491885,0.022479,0.143039,0.190368,0.000243,0.005732,1631.575,0.72103,0,0.796937,0.091351,0,0.161936,0.003804,254.1572,49499.29,3.765486,-0.271803,3.204069,2022,3.087619,0.020916,3.112982,2626,-0.000002,-4.484214,-0.000005,3.354185,0.00948,0.099847,0.000008,0.155565,jazzy
